i:      0, t:       0.0 s, ωt:   0.00 (0.00 periods), wall: 10.992 seconds, Δt:   1.20, CFL: 1.65e-01
i:    100, t:     307.7 s, ωt:   0.03 (0.00 periods), wall: 21.784 seconds, Δt:   5.99, CFL: 7.20e-01
i:    200, t:     879.9 s, ωt:   0.09 (0.01 periods), wall: 24.024 seconds, Δt:   5.99, CFL: 7.20e-01
i:    300, t:    1414.1 s, ωt:   0.14 (0.02 periods), wall: 26.252 seconds, Δt:   5.48, CFL: 7.20e-01
i:    400, t:    1950.9 s, ωt:   0.20 (0.03 periods), wall: 28.476 seconds, Δt:   4.34, CFL: 7.20e-01
i:    500, t:    2439.5 s, ωt:   0.24 (0.04 periods), wall: 30.698 seconds, Δt:   4.96, CFL: 7.20e-01
i:    600, t:    2881.3 s, ωt:   0.29 (0.05 periods), wall: 32.921 seconds, Δt:   3.83, CFL: 7.20e-01
i:    700, t:    3316.2 s, ωt:   0.33 (0.05 periods), wall: 35.143 seconds, Δt:   4.58, CFL: 7.20e-01
i:    800, t:    3738.6 s, ωt:   0.37 (0.06 periods), wall: 37.365 seconds, Δt:   3.85, CFL: 7.20e-01
i:    900, t:    4112.0 s, ωt:   0.41 (0.07 periods), wall: 39.590 seconds, Δt:   2.70, CFL: 7.20e-01
i:   1000, t:    4375.2 s, ωt:   0.44 (0.07 periods), wall: 41.812 seconds, Δt:   3.29, CFL: 7.20e-01
i:   1100, t:    4675.5 s, ωt:   0.47 (0.07 periods), wall: 44.037 seconds, Δt:   2.74, CFL: 7.20e-01
i:   1200, t:    4948.0 s, ωt:   0.49 (0.08 periods), wall: 46.263 seconds, Δt:   2.93, CFL: 7.20e-01
i:   1300, t:    5186.2 s, ωt:   0.52 (0.08 periods), wall: 48.485 seconds, Δt:   2.41, CFL: 7.20e-01
i:   1400, t:    5431.0 s, ωt:   0.54 (0.09 periods), wall: 50.707 seconds, Δt:   2.01, CFL: 7.20e-01
i:   1500, t:    5670.1 s, ωt:   0.57 (0.09 periods), wall: 52.933 seconds, Δt:   2.50, CFL: 7.20e-01
i:   1600, t:    5903.7 s, ωt:   0.59 (0.09 periods), wall: 55.157 seconds, Δt:   2.10, CFL: 7.20e-01
i:   1700, t:    6120.9 s, ωt:   0.61 (0.10 periods), wall: 57.383 seconds, Δt:   2.10, CFL: 7.20e-01
i:   1800, t:    6326.5 s, ωt:   0.63 (0.10 periods), wall: 59.611 seconds, Δt:   2.16, CFL: 7.20e-01
i:   1900, t:    6551.9 s, ωt:   0.66 (0.10 periods), wall: 1.031 minutes, Δt:   2.34, CFL: 7.20e-01
