i:      0, t:       0.0 s, ωt:   0.00 (0.00 periods), wall: 23.824 seconds, Δt:   1.20, CFL: 1.51e-01
i:    100, t:     307.1 s, ωt:   0.03 (0.00 periods), wall: 43.830 seconds, Δt:   5.50, CFL: 7.20e-01
i:    200, t:     871.1 s, ωt:   0.09 (0.01 periods), wall: 45.346 seconds, Δt:   5.04, CFL: 7.20e-01
i:    300, t:    1442.5 s, ωt:   0.14 (0.02 periods), wall: 46.847 seconds, Δt:   5.98, CFL: 7.20e-01
i:    400, t:    2035.1 s, ωt:   0.20 (0.03 periods), wall: 48.364 seconds, Δt:   5.70, CFL: 7.20e-01
i:    500, t:    2544.6 s, ωt:   0.25 (0.04 periods), wall: 49.878 seconds, Δt:   4.90, CFL: 7.20e-01
i:    600, t:    2929.3 s, ωt:   0.29 (0.05 periods), wall: 51.369 seconds, Δt:   3.88, CFL: 7.20e-01
i:    700, t:    3293.5 s, ωt:   0.33 (0.05 periods), wall: 52.859 seconds, Δt:   2.98, CFL: 7.20e-01
i:    800, t:    3588.1 s, ωt:   0.36 (0.06 periods), wall: 54.339 seconds, Δt:   3.21, CFL: 7.20e-01
i:    900, t:    3866.1 s, ωt:   0.39 (0.06 periods), wall: 55.838 seconds, Δt:   2.42, CFL: 7.20e-01
i:   1000, t:    4119.1 s, ωt:   0.41 (0.07 periods), wall: 57.314 seconds, Δt:   2.79, CFL: 7.20e-01
i:   1100, t:    4372.5 s, ωt:   0.44 (0.07 periods), wall: 58.797 seconds, Δt:   2.36, CFL: 7.20e-01
i:   1200, t:    4595.9 s, ωt:   0.46 (0.07 periods), wall: 1.005 minutes, Δt:   2.43, CFL: 7.20e-01
i:   1300, t:    4803.2 s, ωt:   0.48 (0.08 periods), wall: 1.030 minutes, Δt:   1.63, CFL: 7.20e-01
i:   1400, t:    4988.7 s, ωt:   0.50 (0.08 periods), wall: 1.055 minutes, Δt:   1.92, CFL: 7.20e-01
i:   1500, t:    5171.7 s, ωt:   0.52 (0.08 periods), wall: 1.080 minutes, Δt:   2.05, CFL: 7.20e-01
i:   1600, t:    5350.9 s, ωt:   0.54 (0.09 periods), wall: 1.104 minutes, Δt:   1.80, CFL: 7.20e-01
i:   1700, t:    5549.3 s, ωt:   0.55 (0.09 periods), wall: 1.129 minutes, Δt:   2.03, CFL: 7.20e-01
i:   1800, t:    5733.5 s, ωt:   0.57 (0.09 periods), wall: 1.154 minutes, Δt:   1.81, CFL: 7.20e-01
i:   1900, t:    5901.6 s, ωt:   0.59 (0.09 periods), wall: 1.179 minutes, Δt:   1.66, CFL: 7.20e-01
i:   2000, t:    6060.2 s, ωt:   0.61 (0.10 periods), wall: 1.205 minutes, Δt:   1.71, CFL: 7.20e-01
i:   2100, t:    6221.2 s, ωt:   0.62 (0.10 periods), wall: 1.229 minutes, Δt:   1.60, CFL: 7.20e-01
i:   2200, t:    6392.0 s, ωt:   0.64 (0.10 periods), wall: 1.253 minutes, Δt:   1.88, CFL: 6.87e-01
i:   2300, t:    6577.4 s, ωt:   0.66 (0.10 periods), wall: 1.277 minutes, Δt:   1.73, CFL: 7.20e-01
i:   2400, t:    6750.3 s, ωt:   0.68 (0.11 periods), wall: 1.302 minutes, Δt:   1.63, CFL: 7.20e-01
i:   2500, t:    6922.1 s, ωt:   0.69 (0.11 periods), wall: 1.327 minutes, Δt:   1.82, CFL: 7.20e-01
i:   2600, t:    7099.3 s, ωt:   0.71 (0.11 periods), wall: 1.351 minutes, Δt:   1.71, CFL: 7.20e-01
i:   2700, t:    7246.8 s, ωt:   0.72 (0.12 periods), wall: 1.376 minutes, Δt:   1.35, CFL: 7.20e-01
i:   2800, t:    7395.6 s, ωt:   0.74 (0.12 periods), wall: 1.401 minutes, Δt:   1.50, CFL: 7.20e-01
i:   2900, t:    7544.0 s, ωt:   0.75 (0.12 periods), wall: 1.426 minutes, Δt:   1.59, CFL: 7.20e-01
i:   3000, t:    7702.3 s, ωt:   0.77 (0.12 periods), wall: 1.450 minutes, Δt:   1.42, CFL: 7.20e-01
i:   3100, t:    7850.5 s, ωt:   0.79 (0.12 periods), wall: 1.475 minutes, Δt:   1.47, CFL: 7.20e-01
i:   3200, t:    7999.6 s, ωt:   0.80 (0.13 periods), wall: 1.500 minutes, Δt:   1.11, CFL: 7.20e-01
i:   3300, t:    8130.0 s, ωt:   0.81 (0.13 periods), wall: 1.525 minutes, Δt:   1.39, CFL: 7.20e-01
i:   3400, t:    8282.1 s, ωt:   0.83 (0.13 periods), wall: 1.550 minutes, Δt:   1.56, CFL: 7.20e-01
i:   3500, t:    8436.8 s, ωt:   0.84 (0.13 periods), wall: 1.575 minutes, Δt:   1.60, CFL: 7.20e-01
i:   3600, t:    8575.5 s, ωt:   0.86 (0.14 periods), wall: 1.598 minutes, Δt:   1.19, CFL: 7.20e-01
i:   3700, t:    8719.5 s, ωt:   0.87 (0.14 periods), wall: 1.622 minutes, Δt:   1.54, CFL: 7.20e-01
