i:      0, t:       0.0 s, ωt:   0.00 (0.00 periods), wall: 23.800 seconds, Δt:   1.20, CFL: 1.51e-01
i:    100, t:     306.8 s, ωt:   0.03 (0.00 periods), wall: 43.540 seconds, Δt:   5.44, CFL: 7.20e-01
i:    200, t:     867.6 s, ωt:   0.09 (0.01 periods), wall: 45.040 seconds, Δt:   5.16, CFL: 7.20e-01
i:    300, t:    1435.6 s, ωt:   0.14 (0.02 periods), wall: 46.552 seconds, Δt:   5.94, CFL: 7.20e-01
i:    400, t:    2015.9 s, ωt:   0.20 (0.03 periods), wall: 48.057 seconds, Δt:   5.67, CFL: 7.20e-01
i:    500, t:    2522.5 s, ωt:   0.25 (0.04 periods), wall: 49.556 seconds, Δt:   4.97, CFL: 7.20e-01
i:    600, t:    2993.3 s, ωt:   0.30 (0.05 periods), wall: 51.047 seconds, Δt:   4.79, CFL: 7.20e-01
i:    700, t:    3433.3 s, ωt:   0.34 (0.05 periods), wall: 52.545 seconds, Δt:   4.01, CFL: 7.20e-01
i:    800, t:    3819.7 s, ωt:   0.38 (0.06 periods), wall: 54.044 seconds, Δt:   3.37, CFL: 7.20e-01
i:    900, t:    4120.2 s, ωt:   0.41 (0.07 periods), wall: 55.549 seconds, Δt:   2.82, CFL: 7.20e-01
i:   1000, t:    4378.6 s, ωt:   0.44 (0.07 periods), wall: 57.043 seconds, Δt:   2.46, CFL: 7.20e-01
i:   1100, t:    4618.8 s, ωt:   0.46 (0.07 periods), wall: 58.539 seconds, Δt:   2.06, CFL: 7.20e-01
i:   1200, t:    4821.7 s, ωt:   0.48 (0.08 periods), wall: 1.001 minutes, Δt:   1.96, CFL: 7.20e-01
i:   1300, t:    5018.2 s, ωt:   0.50 (0.08 periods), wall: 1.025 minutes, Δt:   1.79, CFL: 7.20e-01
i:   1400, t:    5201.7 s, ωt:   0.52 (0.08 periods), wall: 1.050 minutes, Δt:   1.99, CFL: 7.20e-01
i:   1500, t:    5392.9 s, ωt:   0.54 (0.09 periods), wall: 1.075 minutes, Δt:   2.03, CFL: 7.20e-01
i:   1600, t:    5584.6 s, ωt:   0.56 (0.09 periods), wall: 1.100 minutes, Δt:   1.54, CFL: 7.20e-01
i:   1700, t:    5768.9 s, ωt:   0.58 (0.09 periods), wall: 1.125 minutes, Δt:   1.82, CFL: 7.20e-01
i:   1800, t:    5941.5 s, ωt:   0.59 (0.09 periods), wall: 1.150 minutes, Δt:   1.96, CFL: 7.20e-01
i:   1900, t:    6112.0 s, ωt:   0.61 (0.10 periods), wall: 1.175 minutes, Δt:   1.40, CFL: 7.20e-01
i:   2000, t:    6272.2 s, ωt:   0.63 (0.10 periods), wall: 1.200 minutes, Δt:   1.79, CFL: 7.20e-01
i:   2100, t:    6441.7 s, ωt:   0.64 (0.10 periods), wall: 1.225 minutes, Δt:   1.64, CFL: 7.20e-01
i:   2200, t:    6620.0 s, ωt:   0.66 (0.11 periods), wall: 1.250 minutes, Δt:   1.80, CFL: 7.20e-01
i:   2300, t:    6792.4 s, ωt:   0.68 (0.11 periods), wall: 1.275 minutes, Δt:   1.61, CFL: 7.20e-01
i:   2400, t:    6939.0 s, ωt:   0.69 (0.11 periods), wall: 1.300 minutes, Δt:   1.61, CFL: 7.20e-01
i:   2500, t:    7106.4 s, ωt:   0.71 (0.11 periods), wall: 1.325 minutes, Δt:   1.48, CFL: 7.20e-01
i:   2600, t:    7255.6 s, ωt:   0.73 (0.12 periods), wall: 1.350 minutes, Δt:   1.62, CFL: 7.20e-01
i:   2700, t:    7404.9 s, ωt:   0.74 (0.12 periods), wall: 1.375 minutes, Δt:   1.72, CFL: 7.10e-01
i:   2800, t:    7563.9 s, ωt:   0.76 (0.12 periods), wall: 1.400 minutes, Δt:   1.52, CFL: 7.20e-01
