i:      0, t:       0.0 s, ωt:   0.00 (0.00 periods), wall: 22.837 seconds, Δt:   1.20, CFL: 2.43e-01
i:    100, t:     259.6 s, ωt:   0.03 (0.00 periods), wall: 44.754 seconds, Δt:   3.53, CFL: 7.20e-01
i:    200, t:     598.2 s, ωt:   0.06 (0.01 periods), wall: 48.649 seconds, Δt:   3.59, CFL: 7.20e-01
i:    300, t:     918.7 s, ωt:   0.09 (0.01 periods), wall: 52.553 seconds, Δt:   3.00, CFL: 7.20e-01
i:    400, t:    1242.9 s, ωt:   0.12 (0.02 periods), wall: 56.466 seconds, Δt:   3.04, CFL: 7.20e-01
i:    500, t:    1568.2 s, ωt:   0.16 (0.02 periods), wall: 1.006 minutes, Δt:   3.04, CFL: 7.20e-01
i:    600, t:    1839.0 s, ωt:   0.18 (0.03 periods), wall: 1.071 minutes, Δt:   2.38, CFL: 7.20e-01
i:    700, t:    2076.0 s, ωt:   0.21 (0.03 periods), wall: 1.137 minutes, Δt:   2.24, CFL: 7.20e-01
i:    800, t:    2302.9 s, ωt:   0.23 (0.04 periods), wall: 1.202 minutes, Δt:   1.81, CFL: 7.20e-01
i:    900, t:    2525.3 s, ωt:   0.25 (0.04 periods), wall: 1.267 minutes, Δt:   1.95, CFL: 7.20e-01
i:   1000, t:    2712.3 s, ωt:   0.27 (0.04 periods), wall: 1.331 minutes, Δt:   2.01, CFL: 7.20e-01
i:   1100, t:    2890.9 s, ωt:   0.29 (0.05 periods), wall: 1.396 minutes, Δt:   1.75, CFL: 7.20e-01
i:   1200, t:    3072.3 s, ωt:   0.31 (0.05 periods), wall: 1.461 minutes, Δt:   1.64, CFL: 7.20e-01
i:   1300, t:    3233.6 s, ωt:   0.32 (0.05 periods), wall: 1.526 minutes, Δt:   1.39, CFL: 7.20e-01
i:   1400, t:    3394.4 s, ωt:   0.34 (0.05 periods), wall: 1.590 minutes, Δt:   1.65, CFL: 7.20e-01
i:   1500, t:    3566.1 s, ωt:   0.36 (0.06 periods), wall: 1.655 minutes, Δt:   1.48, CFL: 7.20e-01
i:   1600, t:    3730.5 s, ωt:   0.37 (0.06 periods), wall: 1.720 minutes, Δt:   1.74, CFL: 7.20e-01
i:   1700, t:    3883.2 s, ωt:   0.39 (0.06 periods), wall: 1.785 minutes, Δt:   1.59, CFL: 7.20e-01
