i:      0, t:       0.0 s, ωt:   0.00 (0.00 periods), wall: 25.234 seconds, Δt:   1.20, CFL: 6.42e-01
i:    100, t:     263.5 s, ωt:   0.03 (0.00 periods), wall: 48.499 seconds, Δt:   4.21, CFL: 7.20e-01
i:    200, t:     845.8 s, ωt:   0.08 (0.01 periods), wall: 52.134 seconds, Δt:   7.24, CFL: 7.20e-01
i:    300, t:    1631.0 s, ωt:   0.16 (0.03 periods), wall: 56.087 seconds, Δt:   8.35, CFL: 7.20e-01
i:    400, t:    2459.8 s, ωt:   0.25 (0.04 periods), wall: 59.997 seconds, Δt:   7.82, CFL: 7.20e-01
i:    500, t:    3190.2 s, ωt:   0.32 (0.05 periods), wall: 1.066 minutes, Δt:   7.00, CFL: 7.20e-01
i:    600, t:    3852.9 s, ωt:   0.39 (0.06 periods), wall: 1.131 minutes, Δt:   6.34, CFL: 7.20e-01
i:    700, t:    4444.4 s, ωt:   0.44 (0.07 periods), wall: 1.196 minutes, Δt:   5.67, CFL: 7.20e-01
i:    800, t:    4984.0 s, ωt:   0.50 (0.08 periods), wall: 1.261 minutes, Δt:   5.23, CFL: 7.20e-01
i:    900, t:    5482.4 s, ωt:   0.55 (0.09 periods), wall: 1.326 minutes, Δt:   4.79, CFL: 7.20e-01
i:   1000, t:    5946.0 s, ωt:   0.59 (0.09 periods), wall: 1.390 minutes, Δt:   4.53, CFL: 7.20e-01
i:   1100, t:    6382.9 s, ωt:   0.64 (0.10 periods), wall: 1.456 minutes, Δt:   4.30, CFL: 7.20e-01
i:   1200, t:    6800.9 s, ωt:   0.68 (0.11 periods), wall: 1.520 minutes, Δt:   4.09, CFL: 7.20e-01
i:   1300, t:    7198.4 s, ωt:   0.72 (0.11 periods), wall: 1.585 minutes, Δt:   3.91, CFL: 7.20e-01
i:   1400, t:    7581.4 s, ωt:   0.76 (0.12 periods), wall: 1.650 minutes, Δt:   3.77, CFL: 7.20e-01
i:   1500, t:    7949.0 s, ωt:   0.79 (0.13 periods), wall: 1.714 minutes, Δt:   3.63, CFL: 7.20e-01
i:   1600, t:    8306.5 s, ωt:   0.83 (0.13 periods), wall: 1.779 minutes, Δt:   3.52, CFL: 7.20e-01
i:   1700, t:    8651.3 s, ωt:   0.87 (0.14 periods), wall: 1.843 minutes, Δt:   3.42, CFL: 7.20e-01
i:   1800, t:    8988.1 s, ωt:   0.90 (0.14 periods), wall: 1.908 minutes, Δt:   3.33, CFL: 7.20e-01
i:   1900, t:    9317.4 s, ωt:   0.93 (0.15 periods), wall: 1.972 minutes, Δt:   3.25, CFL: 7.20e-01
i:   2000, t:    9636.8 s, ωt:   0.96 (0.15 periods), wall: 2.037 minutes, Δt:   3.19, CFL: 7.20e-01
i:   2100, t:    9949.8 s, ωt:   0.99 (0.16 periods), wall: 2.101 minutes, Δt:   3.12, CFL: 7.20e-01
i:   2200, t:   10256.8 s, ωt:   1.03 (0.16 periods), wall: 2.166 minutes, Δt:   3.06, CFL: 7.20e-01
i:   2300, t:   10558.1 s, ωt:   1.06 (0.17 periods), wall: 2.230 minutes, Δt:   3.01, CFL: 7.20e-01
i:   2400, t:   10854.3 s, ωt:   1.09 (0.17 periods), wall: 2.295 minutes, Δt:   2.96, CFL: 7.20e-01
i:   2500, t:   11148.3 s, ωt:   1.11 (0.18 periods), wall: 2.359 minutes, Δt:   2.92, CFL: 7.20e-01
i:   2600, t:   11437.2 s, ωt:   1.14 (0.18 periods), wall: 2.424 minutes, Δt:   2.89, CFL: 7.20e-01
i:   2700, t:   11723.9 s, ωt:   1.17 (0.19 periods), wall: 2.488 minutes, Δt:   2.85, CFL: 7.20e-01
i:   2800, t:   12005.8 s, ωt:   1.20 (0.19 periods), wall: 2.553 minutes, Δt:   2.82, CFL: 7.20e-01
i:   2900, t:   12285.7 s, ωt:   1.23 (0.20 periods), wall: 2.617 minutes, Δt:   2.79, CFL: 7.20e-01
i:   3000, t:   12563.6 s, ωt:   1.26 (0.20 periods), wall: 2.681 minutes, Δt:   2.76, CFL: 7.20e-01
i:   3100, t:   12839.0 s, ωt:   1.28 (0.20 periods), wall: 2.745 minutes, Δt:   2.74, CFL: 7.20e-01
i:   3200, t:   13110.0 s, ωt:   1.31 (0.21 periods), wall: 2.810 minutes, Δt:   2.72, CFL: 7.20e-01
i:   3300, t:   13379.1 s, ωt:   1.34 (0.21 periods), wall: 2.874 minutes, Δt:   2.70, CFL: 7.20e-01
i:   3400, t:   13646.3 s, ωt:   1.36 (0.22 periods), wall: 2.939 minutes, Δt:   2.69, CFL: 7.20e-01
i:   3500, t:   13914.1 s, ωt:   1.39 (0.22 periods), wall: 3.003 minutes, Δt:   2.68, CFL: 7.20e-01
i:   3600, t:   14179.8 s, ωt:   1.42 (0.23 periods), wall: 3.068 minutes, Δt:   2.66, CFL: 7.20e-01
i:   3700, t:   14445.7 s, ωt:   1.44 (0.23 periods), wall: 3.127 minutes, Δt:   2.65, CFL: 7.20e-01
i:   3800, t:   14708.4 s, ωt:   1.47 (0.23 periods), wall: 3.191 minutes, Δt:   2.65, CFL: 7.20e-01
i:   3900, t:   14971.6 s, ωt:   1.50 (0.24 periods), wall: 3.256 minutes, Δt:   2.64, CFL: 7.20e-01
i:   4000, t:   15235.2 s, ωt:   1.52 (0.24 periods), wall: 3.320 minutes, Δt:   2.64, CFL: 7.20e-01
i:   4100, t:   15496.6 s, ωt:   1.55 (0.25 periods), wall: 3.384 minutes, Δt:   2.63, CFL: 7.20e-01
i:   4200, t:   15758.0 s, ωt:   1.58 (0.25 periods), wall: 3.449 minutes, Δt:   2.63, CFL: 7.20e-01
i:   4300, t:   16021.6 s, ωt:   1.60 (0.25 periods), wall: 3.513 minutes, Δt:   2.64, CFL: 7.20e-01
i:   4400, t:   16283.3 s, ωt:   1.63 (0.26 periods), wall: 3.577 minutes, Δt:   2.64, CFL: 7.20e-01
i:   4500, t:   16545.1 s, ωt:   1.65 (0.26 periods), wall: 3.642 minutes, Δt:   2.65, CFL: 7.20e-01
i:   4600, t:   16809.5 s, ωt:   1.68 (0.27 periods), wall: 3.706 minutes, Δt:   2.65, CFL: 7.20e-01
i:   4700, t:   17073.6 s, ωt:   1.71 (0.27 periods), wall: 3.771 minutes, Δt:   2.66, CFL: 7.20e-01
i:   4800, t:   17340.2 s, ωt:   1.73 (0.28 periods), wall: 3.835 minutes, Δt:   2.67, CFL: 7.20e-01
i:   4900, t:   17606.3 s, ωt:   1.76 (0.28 periods), wall: 3.900 minutes, Δt:   2.69, CFL: 7.20e-01
i:   5000, t:   17875.6 s, ωt:   1.79 (0.28 periods), wall: 3.963 minutes, Δt:   2.70, CFL: 7.20e-01
i:   5100, t:   18145.5 s, ωt:   1.81 (0.29 periods), wall: 4.028 minutes, Δt:   2.72, CFL: 7.20e-01
i:   5200, t:   18417.8 s, ωt:   1.84 (0.29 periods), wall: 4.092 minutes, Δt:   2.74, CFL: 7.20e-01
i:   5300, t:   18692.3 s, ωt:   1.87 (0.30 periods), wall: 4.157 minutes, Δt:   2.76, CFL: 7.20e-01
i:   5400, t:   18969.0 s, ωt:   1.90 (0.30 periods), wall: 4.221 minutes, Δt:   2.79, CFL: 7.20e-01
i:   5500, t:   19248.0 s, ωt:   1.92 (0.31 periods), wall: 4.286 minutes, Δt:   2.81, CFL: 7.20e-01
i:   5600, t:   19529.0 s, ωt:   1.95 (0.31 periods), wall: 4.350 minutes, Δt:   2.84, CFL: 7.20e-01
i:   5700, t:   19812.2 s, ωt:   1.98 (0.32 periods), wall: 4.415 minutes, Δt:   2.88, CFL: 7.20e-01
i:   5800, t:   20101.6 s, ωt:   2.01 (0.32 periods), wall: 4.478 minutes, Δt:   2.92, CFL: 7.20e-01
i:   5900, t:   20393.7 s, ωt:   2.04 (0.32 periods), wall: 4.543 minutes, Δt:   2.96, CFL: 7.20e-01
i:   6000, t:   20688.5 s, ωt:   2.07 (0.33 periods), wall: 4.607 minutes, Δt:   3.00, CFL: 7.20e-01
i:   6100, t:   20989.0 s, ωt:   2.10 (0.33 periods), wall: 4.672 minutes, Δt:   3.05, CFL: 7.20e-01
i:   6200, t:   21295.4 s, ωt:   2.13 (0.34 periods), wall: 4.736 minutes, Δt:   3.11, CFL: 7.20e-01
i:   6300, t:   21607.9 s, ωt:   2.16 (0.34 periods), wall: 4.801 minutes, Δt:   3.17, CFL: 7.20e-01
i:   6400, t:   21926.0 s, ωt:   2.19 (0.35 periods), wall: 4.865 minutes, Δt:   3.21, CFL: 7.20e-01
i:   6500, t:   22244.0 s, ωt:   2.22 (0.35 periods), wall: 4.930 minutes, Δt:   3.16, CFL: 7.20e-01
i:   6600, t:   22537.7 s, ωt:   2.25 (0.36 periods), wall: 4.994 minutes, Δt:   2.01, CFL: 7.20e-01
i:   6700, t:   22666.7 s, ωt:   2.27 (0.36 periods), wall: 5.059 minutes, Δt:   0.85, CFL: 7.20e-01
i:   6800, t:   22741.2 s, ωt:   2.27 (0.36 periods), wall: 5.123 minutes, Δt:   0.65, CFL: 7.20e-01
i:   6900, t:   22806.2 s, ωt:   2.28 (0.36 periods), wall: 5.186 minutes, Δt:   0.68, CFL: 7.20e-01
i:   7000, t:   22870.9 s, ωt:   2.29 (0.36 periods), wall: 5.250 minutes, Δt:   0.52, CFL: 7.20e-01
i:   7100, t:   22937.3 s, ωt:   2.29 (0.37 periods), wall: 5.314 minutes, Δt:   0.68, CFL: 7.20e-01
i:   7200, t:   23008.1 s, ωt:   2.30 (0.37 periods), wall: 5.374 minutes, Δt:   0.67, CFL: 7.20e-01
i:   7300, t:   23068.5 s, ωt:   2.31 (0.37 periods), wall: 5.438 minutes, Δt:   0.57, CFL: 7.20e-01
i:   7400, t:   23131.1 s, ωt:   2.31 (0.37 periods), wall: 5.501 minutes, Δt:   0.64, CFL: 7.20e-01
i:   7500, t:   23200.9 s, ωt:   2.32 (0.37 periods), wall: 5.565 minutes, Δt:   0.75, CFL: 7.20e-01
i:   7600, t:   23276.2 s, ωt:   2.33 (0.37 periods), wall: 5.630 minutes, Δt:   0.66, CFL: 7.20e-01
i:   7700, t:   23346.4 s, ωt:   2.33 (0.37 periods), wall: 5.693 minutes, Δt:   0.83, CFL: 7.20e-01
i:   7800, t:   23437.2 s, ωt:   2.34 (0.37 periods), wall: 5.757 minutes, Δt:   0.99, CFL: 7.20e-01
i:   7900, t:   23530.8 s, ωt:   2.35 (0.37 periods), wall: 5.821 minutes, Δt:   0.89, CFL: 7.20e-01
i:   8000, t:   23623.9 s, ωt:   2.36 (0.38 periods), wall: 5.885 minutes, Δt:   1.01, CFL: 7.20e-01
i:   8100, t:   23728.3 s, ωt:   2.37 (0.38 periods), wall: 5.949 minutes, Δt:   1.06, CFL: 7.20e-01
i:   8200, t:   23830.9 s, ωt:   2.38 (0.38 periods), wall: 6.013 minutes, Δt:   1.10, CFL: 7.20e-01
i:   8300, t:   23941.8 s, ωt:   2.39 (0.38 periods), wall: 6.077 minutes, Δt:   0.99, CFL: 7.20e-01
i:   8400, t:   24041.1 s, ωt:   2.40 (0.38 periods), wall: 6.141 minutes, Δt:   0.88, CFL: 7.20e-01
i:   8500, t:   24146.9 s, ωt:   2.41 (0.38 periods), wall: 6.205 minutes, Δt:   1.14, CFL: 7.20e-01
i:   8600, t:   24260.1 s, ωt:   2.43 (0.39 periods), wall: 6.269 minutes, Δt:   1.27, CFL: 7.20e-01
i:   8700, t:   24375.5 s, ωt:   2.44 (0.39 periods), wall: 6.333 minutes, Δt:   1.13, CFL: 7.20e-01
i:   8800, t:   24487.4 s, ωt:   2.45 (0.39 periods), wall: 6.396 minutes, Δt:   1.39, CFL: 7.20e-01
i:   8900, t:   24612.4 s, ωt:   2.46 (0.39 periods), wall: 6.461 minutes, Δt:   1.33, CFL: 7.20e-01
i:   9000, t:   24740.9 s, ωt:   2.47 (0.39 periods), wall: 6.525 minutes, Δt:   1.39, CFL: 7.20e-01
i:   9100, t:   24864.0 s, ωt:   2.49 (0.40 periods), wall: 6.589 minutes, Δt:   1.28, CFL: 7.20e-01
i:   9200, t:   24990.2 s, ωt:   2.50 (0.40 periods), wall: 6.653 minutes, Δt:   1.18, CFL: 7.20e-01
i:   9300, t:   25093.1 s, ωt:   2.51 (0.40 periods), wall: 6.717 minutes, Δt:   1.08, CFL: 7.20e-01
i:   9400, t:   25216.7 s, ωt:   2.52 (0.40 periods), wall: 6.781 minutes, Δt:   1.17, CFL: 7.20e-01
i:   9500, t:   25351.2 s, ωt:   2.54 (0.40 periods), wall: 6.845 minutes, Δt:   1.48, CFL: 7.20e-01
i:   9600, t:   25475.5 s, ωt:   2.55 (0.41 periods), wall: 6.910 minutes, Δt:   1.28, CFL: 7.20e-01
i:   9700, t:   25610.3 s, ωt:   2.56 (0.41 periods), wall: 6.974 minutes, Δt:   1.25, CFL: 7.20e-01
i:   9800, t:   25738.6 s, ωt:   2.57 (0.41 periods), wall: 7.037 minutes, Δt:   1.22, CFL: 7.20e-01
i:   9900, t:   25875.5 s, ωt:   2.59 (0.41 periods), wall: 7.102 minutes, Δt:   1.32, CFL: 7.20e-01
i:  10000, t:   26014.0 s, ωt:   2.60 (0.41 periods), wall: 7.166 minutes, Δt:   1.37, CFL: 7.20e-01
i:  10100, t:   26146.4 s, ωt:   2.61 (0.42 periods), wall: 7.230 minutes, Δt:   1.52, CFL: 7.20e-01
i:  10200, t:   26310.8 s, ωt:   2.63 (0.42 periods), wall: 7.294 minutes, Δt:   1.47, CFL: 7.20e-01
i:  10300, t:   26454.6 s, ωt:   2.65 (0.42 periods), wall: 7.358 minutes, Δt:   1.60, CFL: 7.20e-01
i:  10400, t:   26618.3 s, ωt:   2.66 (0.42 periods), wall: 7.423 minutes, Δt:   1.95, CFL: 7.20e-01
i:  10500, t:   26794.2 s, ωt:   2.68 (0.43 periods), wall: 7.488 minutes, Δt:   1.50, CFL: 7.20e-01
i:  10600, t:   26969.1 s, ωt:   2.70 (0.43 periods), wall: 7.549 minutes, Δt:   2.06, CFL: 7.20e-01
i:  10700, t:   27150.4 s, ωt:   2.72 (0.43 periods), wall: 7.612 minutes, Δt:   1.57, CFL: 7.20e-01
i:  10800, t:   27306.5 s, ωt:   2.73 (0.43 periods), wall: 7.675 minutes, Δt:   1.46, CFL: 7.20e-01
i:  10900, t:   27477.1 s, ωt:   2.75 (0.44 periods), wall: 7.740 minutes, Δt:   1.35, CFL: 7.20e-01
i:  11000, t:   27643.6 s, ωt:   2.76 (0.44 periods), wall: 7.804 minutes, Δt:   2.03, CFL: 7.20e-01
i:  11100, t:   27844.4 s, ωt:   2.78 (0.44 periods), wall: 7.868 minutes, Δt:   2.10, CFL: 7.20e-01
i:  11200, t:   28052.4 s, ωt:   2.81 (0.45 periods), wall: 7.933 minutes, Δt:   2.23, CFL: 7.20e-01
i:  11300, t:   28257.1 s, ωt:   2.83 (0.45 periods), wall: 7.996 minutes, Δt:   2.32, CFL: 7.20e-01
i:  11400, t:   28471.2 s, ωt:   2.85 (0.45 periods), wall: 8.061 minutes, Δt:   2.49, CFL: 7.20e-01
i:  11500, t:   28712.1 s, ωt:   2.87 (0.46 periods), wall: 8.126 minutes, Δt:   2.55, CFL: 7.20e-01
i:  11600, t:   28972.0 s, ωt:   2.90 (0.46 periods), wall: 8.190 minutes, Δt:   2.26, CFL: 7.20e-01
i:  11700, t:   29240.4 s, ωt:   2.92 (0.47 periods), wall: 8.255 minutes, Δt:   2.95, CFL: 7.20e-01
i:  11800, t:   29552.9 s, ωt:   2.96 (0.47 periods), wall: 8.319 minutes, Δt:   3.12, CFL: 7.20e-01
i:  11900, t:   29865.2 s, ωt:   2.99 (0.48 periods), wall: 8.384 minutes, Δt:   3.02, CFL: 7.20e-01
i:  12000, t:   30192.5 s, ωt:   3.02 (0.48 periods), wall: 8.448 minutes, Δt:   3.15, CFL: 7.20e-01
i:  12100, t:   30574.3 s, ωt:   3.06 (0.49 periods), wall: 8.512 minutes, Δt:   4.27, CFL: 7.20e-01
i:  12200, t:   30982.1 s, ωt:   3.10 (0.49 periods), wall: 8.577 minutes, Δt:   3.89, CFL: 7.20e-01
i:  12300, t:   31371.8 s, ωt:   3.14 (0.50 periods), wall: 8.642 minutes, Δt:   4.37, CFL: 7.20e-01
i:  12400, t:   31809.5 s, ωt:   3.18 (0.51 periods), wall: 8.712 minutes, Δt:   4.68, CFL: 7.20e-01
i:  12500, t:   32207.4 s, ωt:   3.22 (0.51 periods), wall: 8.778 minutes, Δt:   3.90, CFL: 7.20e-01
i:  12600, t:   32589.5 s, ωt:   3.26 (0.52 periods), wall: 8.842 minutes, Δt:   3.37, CFL: 7.20e-01
i:  12700, t:   32914.7 s, ωt:   3.29 (0.52 periods), wall: 8.907 minutes, Δt:   2.96, CFL: 7.20e-01
i:  12800, t:   33230.0 s, ωt:   3.32 (0.53 periods), wall: 8.971 minutes, Δt:   2.88, CFL: 7.20e-01
i:  12900, t:   33526.4 s, ωt:   3.35 (0.53 periods), wall: 9.036 minutes, Δt:   3.07, CFL: 7.20e-01
i:  13000, t:   33796.5 s, ωt:   3.38 (0.54 periods), wall: 9.100 minutes, Δt:   2.55, CFL: 7.20e-01
i:  13100, t:   34067.2 s, ωt:   3.41 (0.54 periods), wall: 9.165 minutes, Δt:   2.74, CFL: 7.20e-01
i:  13200, t:   34308.0 s, ωt:   3.43 (0.55 periods), wall: 9.229 minutes, Δt:   2.44, CFL: 7.20e-01
i:  13300, t:   34523.1 s, ωt:   3.45 (0.55 periods), wall: 9.293 minutes, Δt:   2.00, CFL: 7.20e-01
i:  13400, t:   34717.1 s, ωt:   3.47 (0.55 periods), wall: 9.358 minutes, Δt:   2.20, CFL: 7.20e-01
i:  13500, t:   34916.7 s, ωt:   3.49 (0.56 periods), wall: 9.422 minutes, Δt:   1.82, CFL: 7.20e-01
i:  13600, t:   35107.2 s, ωt:   3.51 (0.56 periods), wall: 9.486 minutes, Δt:   1.97, CFL: 7.20e-01
i:  13700, t:   35282.5 s, ωt:   3.53 (0.56 periods), wall: 9.551 minutes, Δt:   1.68, CFL: 7.20e-01
i:  13800, t:   35444.3 s, ωt:   3.54 (0.56 periods), wall: 9.614 minutes, Δt:   1.49, CFL: 7.20e-01
i:  13900, t:   35601.5 s, ωt:   3.56 (0.57 periods), wall: 9.679 minutes, Δt:   1.67, CFL: 7.20e-01
i:  14000, t:   35766.6 s, ωt:   3.58 (0.57 periods), wall: 9.743 minutes, Δt:   1.57, CFL: 7.20e-01
i:  14100, t:   35933.3 s, ωt:   3.59 (0.57 periods), wall: 9.802 minutes, Δt:   1.43, CFL: 7.20e-01
i:  14200, t:   36079.2 s, ωt:   3.61 (0.57 periods), wall: 9.866 minutes, Δt:   1.50, CFL: 7.20e-01
i:  14300, t:   36236.5 s, ωt:   3.62 (0.58 periods), wall: 9.931 minutes, Δt:   1.57, CFL: 7.20e-01
i:  14400, t:   36382.0 s, ωt:   3.64 (0.58 periods), wall: 9.994 minutes, Δt:   1.29, CFL: 7.20e-01
i:  14500, t:   36526.1 s, ωt:   3.65 (0.58 periods), wall: 10.059 minutes, Δt:   1.60, CFL: 7.20e-01
i:  14600, t:   36676.4 s, ωt:   3.67 (0.58 periods), wall: 10.123 minutes, Δt:   1.42, CFL: 7.20e-01
i:  14700, t:   36813.0 s, ωt:   3.68 (0.59 periods), wall: 10.187 minutes, Δt:   1.41, CFL: 7.20e-01
i:  14800, t:   36939.6 s, ωt:   3.69 (0.59 periods), wall: 10.251 minutes, Δt:   1.23, CFL: 7.20e-01
i:  14900, t:   37068.8 s, ωt:   3.71 (0.59 periods), wall: 10.315 minutes, Δt:   1.31, CFL: 7.20e-01
i:  15000, t:   37197.7 s, ωt:   3.72 (0.59 periods), wall: 10.379 minutes, Δt:   1.31, CFL: 7.20e-01
