i:      0, t:        0.0 s (0.00 periods), wall: 24.109 seconds, Δt:   1.20, CFL: 1.71e-01
i:  55700, t:   128146.1 s (2.87 periods), wall: 1.022 hours, Δt:   1.68, CFL: 7.20e-01
i:  55800, t:   128328.6 s (2.87 periods), wall: 1.024 hours, Δt:   2.05, CFL: 7.20e-01
i:  55900, t:   128509.8 s (2.88 periods), wall: 1.026 hours, Δt:   1.73, CFL: 7.20e-01
i:  56000, t:   128714.7 s (2.88 periods), wall: 1.028 hours, Δt:   2.09, CFL: 7.20e-01
i:  56100, t:   128915.4 s (2.89 periods), wall: 1.030 hours, Δt:   1.95, CFL: 7.20e-01
i:  56200, t:   129107.8 s (2.89 periods), wall: 1.031 hours, Δt:   2.36, CFL: 7.20e-01
i:  56300, t:   129338.7 s (2.90 periods), wall: 1.033 hours, Δt:   2.56, CFL: 7.20e-01
i:  56400, t:   129593.6 s (2.90 periods), wall: 1.035 hours, Δt:   2.79, CFL: 7.20e-01
i:  56500, t:   129843.6 s (2.91 periods), wall: 1.037 hours, Δt:   2.12, CFL: 7.20e-01
i:  56600, t:   130107.1 s (2.91 periods), wall: 1.039 hours, Δt:   2.46, CFL: 7.20e-01
i:  56700, t:   130378.9 s (2.92 periods), wall: 1.040 hours, Δt:   2.88, CFL: 7.20e-01
i:  56800, t:   130648.2 s (2.93 periods), wall: 1.042 hours, Δt:   2.51, CFL: 7.20e-01
i:  56900, t:   130927.3 s (2.93 periods), wall: 1.044 hours, Δt:   2.77, CFL: 7.20e-01
i:  57000, t:   131190.6 s (2.94 periods), wall: 1.046 hours, Δt:   3.70, CFL: 7.20e-01
i:  57100, t:   131556.9 s (2.95 periods), wall: 1.048 hours, Δt:   3.67, CFL: 7.20e-01
i:  57200, t:   131911.2 s (2.96 periods), wall: 1.050 hours, Δt:   3.47, CFL: 7.20e-01
i:  57300, t:   132276.0 s (2.96 periods), wall: 1.051 hours, Δt:   3.41, CFL: 7.20e-01
i:  57400, t:   132691.4 s (2.97 periods), wall: 1.053 hours, Δt:   4.54, CFL: 7.20e-01
i:  57500, t:   133184.9 s (2.98 periods), wall: 1.055 hours, Δt:   4.50, CFL: 7.20e-01
i:  57600, t:   133741.1 s (3.00 periods), wall: 1.057 hours, Δt:   5.76, CFL: 7.20e-01
i:  57700, t:   134310.3 s (3.01 periods), wall: 1.059 hours, Δt:   5.70, CFL: 7.20e-01
i:  57800, t:   134908.0 s (3.02 periods), wall: 1.061 hours, Δt:   6.73, CFL: 7.20e-01
i:  57900, t:   135548.1 s (3.04 periods), wall: 1.062 hours, Δt:   5.69, CFL: 7.20e-01
i:  58000, t:   136132.0 s (3.05 periods), wall: 1.064 hours, Δt:   6.46, CFL: 7.20e-01
i:  58100, t:   136754.2 s (3.06 periods), wall: 1.066 hours, Δt:   6.23, CFL: 7.20e-01
i:  58200, t:   137350.2 s (3.08 periods), wall: 1.068 hours, Δt:   6.07, CFL: 7.20e-01
i:  58300, t:   137911.0 s (3.09 periods), wall: 1.070 hours, Δt:   5.33, CFL: 7.20e-01
i:  58400, t:   138421.2 s (3.10 periods), wall: 1.072 hours, Δt:   4.46, CFL: 7.20e-01
i:  58500, t:   138794.3 s (3.11 periods), wall: 1.073 hours, Δt:   2.93, CFL: 7.20e-01
i:  58600, t:   139036.2 s (3.11 periods), wall: 1.075 hours, Δt:   2.18, CFL: 7.20e-01
i:  58700, t:   139269.0 s (3.12 periods), wall: 1.077 hours, Δt:   2.16, CFL: 7.20e-01
i:  58800, t:   139486.4 s (3.12 periods), wall: 1.079 hours, Δt:   2.27, CFL: 7.20e-01
i:  58900, t:   139681.3 s (3.13 periods), wall: 1.081 hours, Δt:   1.98, CFL: 7.20e-01
i:  59000, t:   139879.6 s (3.13 periods), wall: 1.083 hours, Δt:   2.10, CFL: 7.20e-01
i:  59100, t:   140063.7 s (3.14 periods), wall: 1.084 hours, Δt:   1.69, CFL: 7.20e-01
i:  59200, t:   140238.5 s (3.14 periods), wall: 1.086 hours, Δt:   1.56, CFL: 7.20e-01
i:  59300, t:   140418.4 s (3.15 periods), wall: 1.088 hours, Δt:   1.69, CFL: 7.20e-01
i:  59400, t:   140596.8 s (3.15 periods), wall: 1.090 hours, Δt:   1.69, CFL: 7.20e-01
i:  59500, t:   140760.3 s (3.15 periods), wall: 1.092 hours, Δt:   1.65, CFL: 7.20e-01
i:  59600, t:   140931.1 s (3.16 periods), wall: 1.093 hours, Δt:   1.97, CFL: 7.20e-01
i:  59700, t:   141103.7 s (3.16 periods), wall: 1.095 hours, Δt:   1.56, CFL: 7.20e-01
i:  59800, t:   141258.5 s (3.16 periods), wall: 1.097 hours, Δt:   1.49, CFL: 7.20e-01
i:  59900, t:   141416.3 s (3.17 periods), wall: 1.099 hours, Δt:   1.55, CFL: 7.20e-01
i:  60000, t:   141577.4 s (3.17 periods), wall: 1.101 hours, Δt:   1.54, CFL: 7.20e-01
i:  60100, t:   141733.3 s (3.18 periods), wall: 1.102 hours, Δt:   1.30, CFL: 7.20e-01
i:  60200, t:   141861.4 s (3.18 periods), wall: 1.104 hours, Δt:   1.24, CFL: 7.20e-01
i:  60300, t:   141998.6 s (3.18 periods), wall: 1.106 hours, Δt:   1.52, CFL: 7.20e-01
i:  60400, t:   142151.3 s (3.18 periods), wall: 1.108 hours, Δt:   1.55, CFL: 7.20e-01
i:  60500, t:   142303.6 s (3.19 periods), wall: 1.110 hours, Δt:   1.51, CFL: 7.20e-01
i:  60600, t:   142434.4 s (3.19 periods), wall: 1.112 hours, Δt:   1.28, CFL: 7.20e-01
i:  60700, t:   142571.3 s (3.19 periods), wall: 1.113 hours, Δt:   1.50, CFL: 7.20e-01
i:  60800, t:   142713.3 s (3.20 periods), wall: 1.115 hours, Δt:   1.53, CFL: 7.20e-01
i:  60900, t:   142856.0 s (3.20 periods), wall: 1.117 hours, Δt:   1.40, CFL: 7.20e-01
i:  61000, t:   142989.0 s (3.20 periods), wall: 1.119 hours, Δt:   1.46, CFL: 7.20e-01
i:  61100, t:   143129.7 s (3.21 periods), wall: 1.121 hours, Δt:   1.50, CFL: 7.20e-01
i:  61200, t:   143264.4 s (3.21 periods), wall: 1.122 hours, Δt:   1.26, CFL: 7.20e-01
i:  61300, t:   143395.8 s (3.21 periods), wall: 1.124 hours, Δt:   1.31, CFL: 7.20e-01
i:  61400, t:   143528.3 s (3.22 periods), wall: 1.126 hours, Δt:   1.43, CFL: 7.20e-01
i:  61500, t:   143668.5 s (3.22 periods), wall: 1.128 hours, Δt:   1.52, CFL: 7.20e-01
i:  61600, t:   143816.7 s (3.22 periods), wall: 1.130 hours, Δt:   1.46, CFL: 7.20e-01
i:  61700, t:   143967.0 s (3.23 periods), wall: 1.131 hours, Δt:   1.45, CFL: 7.20e-01
i:  61800, t:   144107.2 s (3.23 periods), wall: 1.133 hours, Δt:   1.37, CFL: 7.20e-01
i:  61900, t:   144256.1 s (3.23 periods), wall: 1.135 hours, Δt:   1.25, CFL: 7.20e-01
i:  62000, t:   144399.1 s (3.23 periods), wall: 1.137 hours, Δt:   1.46, CFL: 7.20e-01
i:  62100, t:   144538.7 s (3.24 periods), wall: 1.139 hours, Δt:   1.44, CFL: 7.20e-01
i:  62200, t:   144679.9 s (3.24 periods), wall: 1.140 hours, Δt:   1.22, CFL: 7.20e-01
i:  62300, t:   144814.6 s (3.24 periods), wall: 1.142 hours, Δt:   1.30, CFL: 7.20e-01
i:  62400, t:   144947.7 s (3.25 periods), wall: 1.144 hours, Δt:   1.67, CFL: 7.20e-01
i:  62500, t:   145102.4 s (3.25 periods), wall: 1.146 hours, Δt:   1.70, CFL: 7.20e-01
i:  62600, t:   145257.7 s (3.25 periods), wall: 1.148 hours, Δt:   1.35, CFL: 7.20e-01
i:  62700, t:   145383.2 s (3.26 periods), wall: 1.150 hours, Δt:   1.45, CFL: 7.20e-01
i:  62800, t:   145517.5 s (3.26 periods), wall: 1.151 hours, Δt:   1.24, CFL: 7.20e-01
i:  62900, t:   145660.9 s (3.26 periods), wall: 1.153 hours, Δt:   1.57, CFL: 7.20e-01
i:  63000, t:   145808.7 s (3.27 periods), wall: 1.155 hours, Δt:   1.43, CFL: 7.20e-01
i:  63100, t:   145952.4 s (3.27 periods), wall: 1.157 hours, Δt:   1.39, CFL: 7.20e-01
i:  63200, t:   146091.4 s (3.27 periods), wall: 1.159 hours, Δt:   1.55, CFL: 7.20e-01
i:  63300, t:   146222.2 s (3.28 periods), wall: 1.160 hours, Δt:   1.36, CFL: 7.20e-01
i:  63400, t:   146360.1 s (3.28 periods), wall: 1.162 hours, Δt:   1.28, CFL: 7.20e-01
i:  63500, t:   146500.1 s (3.28 periods), wall: 1.164 hours, Δt:   1.35, CFL: 7.20e-01
i:  63600, t:   146645.2 s (3.29 periods), wall: 1.166 hours, Δt:   1.37, CFL: 7.20e-01
i:  63700, t:   146788.0 s (3.29 periods), wall: 1.168 hours, Δt:   1.41, CFL: 7.20e-01
i:  63800, t:   146931.5 s (3.29 periods), wall: 1.169 hours, Δt:   1.59, CFL: 7.20e-01
i:  63900, t:   147091.8 s (3.30 periods), wall: 1.171 hours, Δt:   1.57, CFL: 7.20e-01
i:  64000, t:   147251.1 s (3.30 periods), wall: 1.173 hours, Δt:   1.56, CFL: 7.20e-01
i:  64100, t:   147383.9 s (3.30 periods), wall: 1.175 hours, Δt:   1.55, CFL: 7.20e-01
i:  64200, t:   147523.3 s (3.30 periods), wall: 1.177 hours, Δt:   1.44, CFL: 7.20e-01
i:  64300, t:   147665.2 s (3.31 periods), wall: 1.178 hours, Δt:   1.51, CFL: 7.20e-01
i:  64400, t:   147825.5 s (3.31 periods), wall: 1.180 hours, Δt:   1.48, CFL: 7.20e-01
i:  64500, t:   147963.6 s (3.31 periods), wall: 1.182 hours, Δt:   1.49, CFL: 7.20e-01
i:  64600, t:   148103.4 s (3.32 periods), wall: 1.184 hours, Δt:   1.55, CFL: 7.20e-01
i:  64700, t:   148274.3 s (3.32 periods), wall: 1.186 hours, Δt:   1.76, CFL: 7.20e-01
i:  64800, t:   148433.0 s (3.33 periods), wall: 1.188 hours, Δt:   1.61, CFL: 7.20e-01
i:  64900, t:   148585.1 s (3.33 periods), wall: 1.189 hours, Δt:   1.51, CFL: 7.20e-01
i:  65000, t:   148737.2 s (3.33 periods), wall: 1.191 hours, Δt:   1.51, CFL: 7.20e-01
i:  65100, t:   148904.3 s (3.34 periods), wall: 1.193 hours, Δt:   1.73, CFL: 7.20e-01
i:  65200, t:   149083.9 s (3.34 periods), wall: 1.195 hours, Δt:   1.86, CFL: 7.20e-01
i:  65300, t:   149255.8 s (3.34 periods), wall: 1.197 hours, Δt:   1.67, CFL: 7.20e-01
i:  65400, t:   149420.3 s (3.35 periods), wall: 1.198 hours, Δt:   1.61, CFL: 7.20e-01
i:  65500, t:   149591.1 s (3.35 periods), wall: 1.200 hours, Δt:   1.88, CFL: 7.20e-01
i:  65600, t:   149775.4 s (3.36 periods), wall: 1.202 hours, Δt:   1.99, CFL: 7.20e-01
i:  65700, t:   149973.4 s (3.36 periods), wall: 1.204 hours, Δt:   1.94, CFL: 7.20e-01
i:  65800, t:   150165.7 s (3.36 periods), wall: 1.206 hours, Δt:   1.91, CFL: 7.20e-01
i:  65900, t:   150355.8 s (3.37 periods), wall: 1.207 hours, Δt:   1.63, CFL: 7.20e-01
i:  66000, t:   150524.2 s (3.37 periods), wall: 1.209 hours, Δt:   1.57, CFL: 7.20e-01
i:  66100, t:   150681.9 s (3.38 periods), wall: 1.211 hours, Δt:   1.77, CFL: 7.20e-01
i:  66200, t:   150857.6 s (3.38 periods), wall: 1.213 hours, Δt:   1.84, CFL: 7.20e-01
i:  66300, t:   151068.5 s (3.38 periods), wall: 1.215 hours, Δt:   2.01, CFL: 7.20e-01
i:  66400, t:   151295.4 s (3.39 periods), wall: 1.217 hours, Δt:   2.43, CFL: 7.20e-01
i:  66500, t:   151525.9 s (3.39 periods), wall: 1.218 hours, Δt:   2.44, CFL: 7.20e-01
i:  66600, t:   151755.9 s (3.40 periods), wall: 1.220 hours, Δt:   2.23, CFL: 7.20e-01
i:  66700, t:   151961.0 s (3.40 periods), wall: 1.222 hours, Δt:   2.20, CFL: 7.20e-01
i:  66800, t:   152197.9 s (3.41 periods), wall: 1.224 hours, Δt:   2.62, CFL: 7.20e-01
i:  66900, t:   152453.0 s (3.42 periods), wall: 1.226 hours, Δt:   2.47, CFL: 7.20e-01
i:  67000, t:   152712.4 s (3.42 periods), wall: 1.227 hours, Δt:   2.83, CFL: 7.20e-01
i:  67100, t:   153009.4 s (3.43 periods), wall: 1.229 hours, Δt:   3.21, CFL: 7.20e-01
i:  67200, t:   153317.4 s (3.43 periods), wall: 1.231 hours, Δt:   3.25, CFL: 7.20e-01
i:  67300, t:   153653.0 s (3.44 periods), wall: 1.233 hours, Δt:   3.26, CFL: 7.20e-01
i:  67400, t:   154042.8 s (3.45 periods), wall: 1.235 hours, Δt:   3.84, CFL: 7.20e-01
i:  67500, t:   154439.5 s (3.46 periods), wall: 1.237 hours, Δt:   4.62, CFL: 7.20e-01
i:  67600, t:   154896.4 s (3.47 periods), wall: 1.238 hours, Δt:   4.97, CFL: 7.03e-01
i:  67700, t:   155431.3 s (3.48 periods), wall: 1.240 hours, Δt:   4.84, CFL: 7.20e-01
i:  67800, t:   156004.2 s (3.49 periods), wall: 1.242 hours, Δt:   7.12, CFL: 7.20e-01
i:  67900, t:   156679.8 s (3.51 periods), wall: 1.244 hours, Δt:   7.12, CFL: 7.20e-01
i:  68000, t:   157309.7 s (3.52 periods), wall: 1.246 hours, Δt:   6.09, CFL: 7.20e-01
i:  68100, t:   157896.8 s (3.54 periods), wall: 1.248 hours, Δt:   6.35, CFL: 7.20e-01
i:  68200, t:   158459.8 s (3.55 periods), wall: 1.249 hours, Δt:   4.99, CFL: 7.20e-01
i:  68300, t:   158988.0 s (3.56 periods), wall: 1.251 hours, Δt:   5.72, CFL: 7.20e-01
i:  68400, t:   159470.9 s (3.57 periods), wall: 1.253 hours, Δt:   3.83, CFL: 7.20e-01
i:  68500, t:   159835.3 s (3.58 periods), wall: 1.255 hours, Δt:   3.34, CFL: 7.20e-01
i:  68600, t:   160188.2 s (3.59 periods), wall: 1.257 hours, Δt:   3.01, CFL: 7.20e-01
i:  68700, t:   160445.6 s (3.59 periods), wall: 1.259 hours, Δt:   2.33, CFL: 7.20e-01
i:  68800, t:   160700.4 s (3.60 periods), wall: 1.260 hours, Δt:   2.99, CFL: 7.20e-01
i:  68900, t:   160996.2 s (3.61 periods), wall: 1.262 hours, Δt:   2.44, CFL: 7.20e-01
i:  69000, t:   161201.3 s (3.61 periods), wall: 1.264 hours, Δt:   1.82, CFL: 7.20e-01
i:  69100, t:   161414.2 s (3.62 periods), wall: 1.266 hours, Δt:   2.20, CFL: 7.20e-01
i:  69200, t:   161608.1 s (3.62 periods), wall: 1.268 hours, Δt:   1.85, CFL: 7.20e-01
i:  69300, t:   161800.5 s (3.62 periods), wall: 1.269 hours, Δt:   1.90, CFL: 7.20e-01
i:  69400, t:   161975.0 s (3.63 periods), wall: 1.271 hours, Δt:   1.65, CFL: 7.20e-01
i:  69500, t:   162144.2 s (3.63 periods), wall: 1.273 hours, Δt:   1.93, CFL: 7.20e-01
i:  69600, t:   162318.4 s (3.64 periods), wall: 1.275 hours, Δt:   1.60, CFL: 7.20e-01
i:  69700, t:   162486.9 s (3.64 periods), wall: 1.277 hours, Δt:   1.69, CFL: 7.20e-01
i:  69800, t:   162643.2 s (3.64 periods), wall: 1.279 hours, Δt:   1.45, CFL: 7.20e-01
i:  69900, t:   162798.6 s (3.65 periods), wall: 1.280 hours, Δt:   1.55, CFL: 7.20e-01
i:  70000, t:   162955.1 s (3.65 periods), wall: 1.282 hours, Δt:   1.55, CFL: 7.20e-01
i:  70100, t:   163103.1 s (3.65 periods), wall: 1.284 hours, Δt:   1.24, CFL: 7.20e-01
i:  70200, t:   163245.9 s (3.66 periods), wall: 1.286 hours, Δt:   1.31, CFL: 7.20e-01
i:  70300, t:   163385.5 s (3.66 periods), wall: 1.288 hours, Δt:   1.68, CFL: 7.20e-01
i:  70400, t:   163536.7 s (3.66 periods), wall: 1.289 hours, Δt:   1.60, CFL: 7.20e-01
i:  70500, t:   163689.1 s (3.67 periods), wall: 1.291 hours, Δt:   1.47, CFL: 7.20e-01
i:  70600, t:   163843.0 s (3.67 periods), wall: 1.293 hours, Δt:   1.67, CFL: 7.20e-01
i:  70700, t:   164005.7 s (3.67 periods), wall: 1.295 hours, Δt:   1.59, CFL: 7.20e-01
i:  70800, t:   164145.5 s (3.68 periods), wall: 1.297 hours, Δt:   1.32, CFL: 7.20e-01
i:  70900, t:   164282.5 s (3.68 periods), wall: 1.298 hours, Δt:   1.41, CFL: 7.20e-01
i:  71000, t:   164416.4 s (3.68 periods), wall: 1.300 hours, Δt:   1.18, CFL: 7.20e-01
i:  71100, t:   164557.0 s (3.69 periods), wall: 1.302 hours, Δt:   1.55, CFL: 7.20e-01
i:  71200, t:   164702.1 s (3.69 periods), wall: 1.304 hours, Δt:   1.09, CFL: 7.20e-01
i:  71300, t:   164822.2 s (3.69 periods), wall: 1.306 hours, Δt:   1.14, CFL: 7.20e-01
i:  71400, t:   164951.4 s (3.70 periods), wall: 1.307 hours, Δt:   1.36, CFL: 7.20e-01
i:  71500, t:   165091.5 s (3.70 periods), wall: 1.309 hours, Δt:   1.51, CFL: 7.20e-01
i:  71600, t:   165238.9 s (3.70 periods), wall: 1.311 hours, Δt:   1.49, CFL: 7.20e-01
i:  71700, t:   165367.5 s (3.70 periods), wall: 1.313 hours, Δt:   1.37, CFL: 7.20e-01
i:  71800, t:   165502.9 s (3.71 periods), wall: 1.315 hours, Δt:   1.39, CFL: 7.20e-01
i:  71900, t:   165642.4 s (3.71 periods), wall: 1.317 hours, Δt:   1.38, CFL: 7.20e-01
i:  72000, t:   165775.8 s (3.71 periods), wall: 1.318 hours, Δt:   1.37, CFL: 7.20e-01
i:  72100, t:   165906.0 s (3.72 periods), wall: 1.320 hours, Δt:   1.13, CFL: 7.20e-01
i:  72200, t:   166035.3 s (3.72 periods), wall: 1.322 hours, Δt:   1.38, CFL: 7.20e-01
i:  72300, t:   166174.6 s (3.72 periods), wall: 1.324 hours, Δt:   1.33, CFL: 7.20e-01
i:  72400, t:   166294.5 s (3.73 periods), wall: 1.326 hours, Δt:   1.02, CFL: 7.20e-01
i:  72500, t:   166415.1 s (3.73 periods), wall: 1.327 hours, Δt:   1.41, CFL: 7.20e-01
i:  72600, t:   166551.3 s (3.73 periods), wall: 1.329 hours, Δt:   1.16, CFL: 7.20e-01
i:  72700, t:   166679.3 s (3.73 periods), wall: 1.331 hours, Δt:   1.37, CFL: 7.20e-01
i:  72800, t:   166819.6 s (3.74 periods), wall: 1.333 hours, Δt:   1.46, CFL: 7.20e-01
i:  72900, t:   166970.3 s (3.74 periods), wall: 1.335 hours, Δt:   1.33, CFL: 7.20e-01
i:  73000, t:   167110.2 s (3.74 periods), wall: 1.336 hours, Δt:   1.55, CFL: 7.20e-01
i:  73100, t:   167244.2 s (3.75 periods), wall: 1.338 hours, Δt:   1.26, CFL: 7.20e-01
i:  73200, t:   167376.8 s (3.75 periods), wall: 1.340 hours, Δt:   1.30, CFL: 7.20e-01
i:  73300, t:   167509.8 s (3.75 periods), wall: 1.342 hours, Δt:   1.29, CFL: 7.20e-01
i:  73400, t:   167646.9 s (3.76 periods), wall: 1.344 hours, Δt:   1.40, CFL: 7.20e-01
i:  73500, t:   167770.1 s (3.76 periods), wall: 1.345 hours, Δt:   1.34, CFL: 7.20e-01
i:  73600, t:   167908.0 s (3.76 periods), wall: 1.347 hours, Δt:   1.35, CFL: 7.20e-01
i:  73700, t:   168046.3 s (3.76 periods), wall: 1.349 hours, Δt:   1.38, CFL: 7.20e-01
i:  73800, t:   168183.6 s (3.77 periods), wall: 1.351 hours, Δt:   1.50, CFL: 7.20e-01
i:  73900, t:   168318.6 s (3.77 periods), wall: 1.353 hours, Δt:   1.21, CFL: 7.20e-01
i:  74000, t:   168459.2 s (3.77 periods), wall: 1.355 hours, Δt:   1.39, CFL: 7.20e-01
i:  74100, t:   168597.8 s (3.78 periods), wall: 1.356 hours, Δt:   1.39, CFL: 7.20e-01
i:  74200, t:   168737.9 s (3.78 periods), wall: 1.358 hours, Δt:   1.33, CFL: 7.20e-01
i:  74300, t:   168875.6 s (3.78 periods), wall: 1.360 hours, Δt:   1.55, CFL: 7.20e-01
i:  74400, t:   169005.0 s (3.79 periods), wall: 1.362 hours, Δt:   1.07, CFL: 7.20e-01
i:  74500, t:   169131.6 s (3.79 periods), wall: 1.364 hours, Δt:   1.30, CFL: 7.20e-01
i:  74600, t:   169275.8 s (3.79 periods), wall: 1.365 hours, Δt:   1.36, CFL: 7.20e-01
i:  74700, t:   169403.5 s (3.79 periods), wall: 1.367 hours, Δt:   1.17, CFL: 7.20e-01
i:  74800, t:   169538.2 s (3.80 periods), wall: 1.369 hours, Δt:   1.39, CFL: 7.20e-01
i:  74900, t:   169682.7 s (3.80 periods), wall: 1.371 hours, Δt:   1.54, CFL: 7.20e-01
i:  75000, t:   169832.2 s (3.80 periods), wall: 1.373 hours, Δt:   1.58, CFL: 7.20e-01
i:  75100, t:   169982.0 s (3.81 periods), wall: 1.374 hours, Δt:   1.54, CFL: 7.20e-01
i:  75200, t:   170127.3 s (3.81 periods), wall: 1.376 hours, Δt:   1.77, CFL: 7.20e-01
i:  75300, t:   170306.9 s (3.82 periods), wall: 1.378 hours, Δt:   1.72, CFL: 7.20e-01
i:  75400, t:   170465.5 s (3.82 periods), wall: 1.380 hours, Δt:   1.67, CFL: 7.20e-01
i:  75500, t:   170624.4 s (3.82 periods), wall: 1.382 hours, Δt:   1.72, CFL: 7.20e-01
i:  75600, t:   170770.5 s (3.83 periods), wall: 1.384 hours, Δt:   1.38, CFL: 7.20e-01
i:  75700, t:   170920.3 s (3.83 periods), wall: 1.385 hours, Δt:   1.47, CFL: 7.20e-01
i:  75800, t:   171066.9 s (3.83 periods), wall: 1.387 hours, Δt:   1.73, CFL: 7.20e-01
i:  75900, t:   171230.3 s (3.84 periods), wall: 1.389 hours, Δt:   1.51, CFL: 7.20e-01
i:  76000, t:   171381.0 s (3.84 periods), wall: 1.391 hours, Δt:   1.45, CFL: 7.20e-01
i:  76100, t:   171524.4 s (3.84 periods), wall: 1.393 hours, Δt:   1.53, CFL: 7.20e-01
i:  76200, t:   171676.8 s (3.85 periods), wall: 1.394 hours, Δt:   1.50, CFL: 7.20e-01
i:  76300, t:   171841.7 s (3.85 periods), wall: 1.396 hours, Δt:   1.45, CFL: 7.20e-01
i:  76400, t:   171986.2 s (3.85 periods), wall: 1.398 hours, Δt:   1.75, CFL: 7.20e-01
i:  76500, t:   172178.9 s (3.86 periods), wall: 1.400 hours, Δt:   1.77, CFL: 7.20e-01
i:  76600, t:   172365.8 s (3.86 periods), wall: 1.402 hours, Δt:   1.84, CFL: 7.20e-01
i:  76700, t:   172570.5 s (3.87 periods), wall: 1.403 hours, Δt:   2.11, CFL: 7.20e-01
i:  76800, t:   172769.0 s (3.87 periods), wall: 1.405 hours, Δt:   1.76, CFL: 7.20e-01
i:  76900, t:   172940.1 s (3.87 periods), wall: 1.407 hours, Δt:   1.77, CFL: 7.20e-01
i:  77000, t:   173116.2 s (3.88 periods), wall: 1.409 hours, Δt:   1.81, CFL: 7.20e-01
i:  77100, t:   173304.1 s (3.88 periods), wall: 1.411 hours, Δt:   2.13, CFL: 7.20e-01
i:  77200, t:   173502.9 s (3.89 periods), wall: 1.412 hours, Δt:   2.02, CFL: 7.20e-01
i:  77300, t:   173721.8 s (3.89 periods), wall: 1.414 hours, Δt:   2.04, CFL: 7.20e-01
i:  77400, t:   173938.3 s (3.90 periods), wall: 1.416 hours, Δt:   2.20, CFL: 7.20e-01
i:  77500, t:   174154.6 s (3.90 periods), wall: 1.418 hours, Δt:   2.15, CFL: 7.20e-01
i:  77600, t:   174395.0 s (3.91 periods), wall: 1.420 hours, Δt:   2.45, CFL: 7.20e-01
i:  77700, t:   174643.9 s (3.91 periods), wall: 1.422 hours, Δt:   2.34, CFL: 7.20e-01
i:  77800, t:   174897.1 s (3.92 periods), wall: 1.423 hours, Δt:   2.83, CFL: 7.20e-01
i:  77900, t:   175179.5 s (3.92 periods), wall: 1.425 hours, Δt:   3.23, CFL: 7.20e-01
i:  78000, t:   175493.4 s (3.93 periods), wall: 1.427 hours, Δt:   2.77, CFL: 7.20e-01
i:  78100, t:   175803.3 s (3.94 periods), wall: 1.429 hours, Δt:   3.01, CFL: 7.20e-01
i:  78200, t:   176089.2 s (3.94 periods), wall: 1.431 hours, Δt:   2.97, CFL: 7.20e-01
i:  78300, t:   176425.0 s (3.95 periods), wall: 1.432 hours, Δt:   4.17, CFL: 7.20e-01
i:  78400, t:   176853.7 s (3.96 periods), wall: 1.434 hours, Δt:   4.92, CFL: 7.20e-01
i:  78500, t:   177365.9 s (3.97 periods), wall: 1.436 hours, Δt:   5.26, CFL: 7.20e-01
i:  78600, t:   177790.1 s (3.98 periods), wall: 1.438 hours, Δt:   4.51, CFL: 7.20e-01
i:  78700, t:   178296.2 s (3.99 periods), wall: 1.440 hours, Δt:   6.29, CFL: 7.20e-01
i:  78800, t:   178922.5 s (4.01 periods), wall: 1.442 hours, Δt:   6.63, CFL: 7.20e-01
i:  78900, t:   179621.4 s (4.02 periods), wall: 1.444 hours, Δt:   7.07, CFL: 7.20e-01
i:  79000, t:   180261.5 s (4.04 periods), wall: 1.445 hours, Δt:   5.82, CFL: 7.20e-01
i:  79100, t:   180833.2 s (4.05 periods), wall: 1.447 hours, Δt:   6.13, CFL: 7.20e-01
i:  79200, t:   181444.4 s (4.06 periods), wall: 1.449 hours, Δt:   6.31, CFL: 7.20e-01
i:  79300, t:   182046.7 s (4.08 periods), wall: 1.451 hours, Δt:   5.58, CFL: 7.20e-01
i:  79400, t:   182588.5 s (4.09 periods), wall: 1.453 hours, Δt:   5.48, CFL: 7.20e-01
i:  79500, t:   183126.0 s (4.10 periods), wall: 1.455 hours, Δt:   5.26, CFL: 7.20e-01
i:  79600, t:   183619.1 s (4.11 periods), wall: 1.456 hours, Δt:   4.88, CFL: 7.20e-01
i:  79700, t:   184045.3 s (4.12 periods), wall: 1.458 hours, Δt:   3.69, CFL: 7.20e-01
i:  79800, t:   184339.4 s (4.13 periods), wall: 1.460 hours, Δt:   2.66, CFL: 7.20e-01
i:  79900, t:   184617.2 s (4.14 periods), wall: 1.462 hours, Δt:   2.47, CFL: 7.20e-01
i:  80000, t:   184869.4 s (4.14 periods), wall: 1.464 hours, Δt:   2.15, CFL: 7.20e-01
i:  80100, t:   185063.9 s (4.15 periods), wall: 1.465 hours, Δt:   1.81, CFL: 7.20e-01
i:  80200, t:   185244.6 s (4.15 periods), wall: 1.467 hours, Δt:   1.88, CFL: 7.20e-01
i:  80300, t:   185410.3 s (4.15 periods), wall: 1.469 hours, Δt:   1.72, CFL: 7.20e-01
i:  80400, t:   185571.5 s (4.16 periods), wall: 1.471 hours, Δt:   1.74, CFL: 7.20e-01
i:  80500, t:   185716.7 s (4.16 periods), wall: 1.473 hours, Δt:   1.51, CFL: 7.20e-01
i:  80600, t:   185856.2 s (4.16 periods), wall: 1.475 hours, Δt:   1.29, CFL: 7.20e-01
i:  80700, t:   185994.3 s (4.17 periods), wall: 1.476 hours, Δt:   1.63, CFL: 7.20e-01
i:  80800, t:   186128.6 s (4.17 periods), wall: 1.478 hours, Δt:   1.52, CFL: 7.20e-01
i:  80900, t:   186285.6 s (4.17 periods), wall: 1.480 hours, Δt:   1.62, CFL: 7.20e-01
