
==============================================================================
==== 2026-08-18 17:54:15  Tidal3D.jl sqrtRi10
==== FIELDS3D=0  LIGHT_OUTPUT=1  MOMENTS=1  N_PERIODS=8  PROFILE=4  SPINUP_FILE=outputs/spinup_100x100x300_drag/TidalBL3D_spinup_100x100x300_drag_fields.jld2  T_STRAT=10
==============================================================================
i:      0, t:       0.0 s, ωt:   0.00 (0.00 periods), wall: 36.344 seconds, Δt:   1.20, CFL: 8.33e-02
i:    100, t:     311.5 s, ωt:   0.03 (0.00 periods), wall: 1.456 minutes, Δt:   7.43, CFL: 3.30e-01
i:    200, t:    1564.6 s, ωt:   0.16 (0.02 periods), wall: 1.490 minutes, Δt:  12.19, CFL: 9.00e-01
i:    300, t:    2556.7 s, ωt:   0.26 (0.04 periods), wall: 1.524 minutes, Δt:   8.41, CFL: 9.00e-01
i:    400, t:    3294.6 s, ωt:   0.33 (0.05 periods), wall: 1.554 minutes, Δt:   6.75, CFL: 9.00e-01
i:    500, t:    3911.8 s, ωt:   0.39 (0.06 periods), wall: 1.585 minutes, Δt:   5.77, CFL: 9.00e-01
i:    600, t:    4450.2 s, ωt:   0.45 (0.07 periods), wall: 1.615 minutes, Δt:   5.14, CFL: 9.00e-01
i:    700, t:    4938.0 s, ωt:   0.49 (0.08 periods), wall: 1.644 minutes, Δt:   4.68, CFL: 9.00e-01
i:    800, t:    5388.7 s, ωt:   0.54 (0.09 periods), wall: 1.674 minutes, Δt:   4.32, CFL: 9.00e-01
i:    900, t:    5807.0 s, ωt:   0.58 (0.09 periods), wall: 1.702 minutes, Δt:   4.05, CFL: 9.00e-01
i:   1000, t:    6199.4 s, ωt:   0.62 (0.10 periods), wall: 1.731 minutes, Δt:   3.83, CFL: 9.00e-01
i:   1100, t:    6570.0 s, ωt:   0.66 (0.10 periods), wall: 1.759 minutes, Δt:   3.65, CFL: 9.00e-01
i:   1200, t:    6925.5 s, ωt:   0.69 (0.11 periods), wall: 1.789 minutes, Δt:   3.49, CFL: 9.00e-01
i:   1300, t:    7266.1 s, ωt:   0.73 (0.12 periods), wall: 1.818 minutes, Δt:   3.36, CFL: 9.00e-01
i:   1400, t:    7595.2 s, ωt:   0.76 (0.12 periods), wall: 1.846 minutes, Δt:   3.24, CFL: 9.00e-01
i:   1500, t:    7913.9 s, ωt:   0.79 (0.13 periods), wall: 1.875 minutes, Δt:   3.14, CFL: 9.00e-01
i:   1600, t:    8223.3 s, ωt:   0.82 (0.13 periods), wall: 1.903 minutes, Δt:   3.05, CFL: 9.00e-01
i:   1700, t:    8524.0 s, ωt:   0.85 (0.14 periods), wall: 1.931 minutes, Δt:   2.97, CFL: 9.00e-01
i:   1800, t:    8816.8 s, ωt:   0.88 (0.14 periods), wall: 1.959 minutes, Δt:   2.90, CFL: 9.00e-01
i:   1900, t:    9103.5 s, ωt:   0.91 (0.14 periods), wall: 1.987 minutes, Δt:   2.83, CFL: 9.00e-01
i:   2000, t:    9382.7 s, ωt:   0.94 (0.15 periods), wall: 2.017 minutes, Δt:   2.77, CFL: 9.00e-01
i:   2100, t:    9652.7 s, ωt:   0.97 (0.15 periods), wall: 2.045 minutes, Δt:   2.72, CFL: 9.00e-01
i:   2200, t:    9922.0 s, ωt:   0.99 (0.16 periods), wall: 2.073 minutes, Δt:   2.67, CFL: 9.00e-01
i:   2300, t:   10185.1 s, ωt:   1.02 (0.16 periods), wall: 2.104 minutes, Δt:   2.63, CFL: 9.00e-01
i:   2400, t:   10445.1 s, ωt:   1.04 (0.17 periods), wall: 2.132 minutes, Δt:   2.59, CFL: 9.00e-01
i:   2500, t:   10701.9 s, ωt:   1.07 (0.17 periods), wall: 2.161 minutes, Δt:   2.55, CFL: 9.00e-01
i:   2600, t:   10955.4 s, ωt:   1.10 (0.17 periods), wall: 2.189 minutes, Δt:   2.52, CFL: 9.00e-01
i:   2700, t:   11205.7 s, ωt:   1.12 (0.18 periods), wall: 2.217 minutes, Δt:   2.49, CFL: 9.00e-01
i:   2800, t:   11452.9 s, ωt:   1.15 (0.18 periods), wall: 2.246 minutes, Δt:   2.46, CFL: 9.00e-01
i:   2900, t:   11697.0 s, ωt:   1.17 (0.19 periods), wall: 2.274 minutes, Δt:   2.43, CFL: 9.00e-01
i:   3000, t:   11938.1 s, ωt:   1.19 (0.19 periods), wall: 2.301 minutes, Δt:   2.41, CFL: 9.00e-01
i:   3100, t:   12177.9 s, ωt:   1.22 (0.19 periods), wall: 2.330 minutes, Δt:   2.39, CFL: 9.00e-01
i:   3200, t:   12413.7 s, ωt:   1.24 (0.20 periods), wall: 2.359 minutes, Δt:   2.37, CFL: 9.00e-01
i:   3300, t:   12646.4 s, ωt:   1.26 (0.20 periods), wall: 2.387 minutes, Δt:   2.35, CFL: 9.00e-01
i:   3400, t:   12880.5 s, ωt:   1.29 (0.20 periods), wall: 2.414 minutes, Δt:   2.33, CFL: 9.00e-01
i:   3500, t:   13113.2 s, ωt:   1.31 (0.21 periods), wall: 2.443 minutes, Δt:   2.32, CFL: 9.00e-01
i:   3600, t:   13342.5 s, ωt:   1.33 (0.21 periods), wall: 2.479 minutes, Δt:   2.30, CFL: 9.00e-01
i:   3700, t:   13570.7 s, ωt:   1.36 (0.22 periods), wall: 2.508 minutes, Δt:   2.29, CFL: 9.00e-01
i:   3800, t:   13799.0 s, ωt:   1.38 (0.22 periods), wall: 2.535 minutes, Δt:   2.28, CFL: 9.00e-01
i:   3900, t:   14023.7 s, ωt:   1.40 (0.22 periods), wall: 2.564 minutes, Δt:   2.03, CFL: 9.00e-01
i:   4000, t:   14172.2 s, ωt:   1.42 (0.23 periods), wall: 2.592 minutes, Δt:   1.08, CFL: 9.00e-01
i:   4100, t:   14267.5 s, ωt:   1.43 (0.23 periods), wall: 2.619 minutes, Δt:   0.83, CFL: 9.00e-01
