i:      0, t:       0.0 s, ωt:   0.00 (0.00 periods), wall: 20.386 seconds, Δt:   1.20, CFL: 3.76e-01
i:    100, t:     311.5 s, ωt:   0.03 (0.00 periods), wall: 34.926 seconds, Δt:   6.61, CFL: 7.20e-01
i:    200, t:    1041.8 s, ωt:   0.10 (0.02 periods), wall: 37.133 seconds, Δt:   8.82, CFL: 6.89e-01
i:    300, t:    1982.3 s, ωt:   0.20 (0.03 periods), wall: 39.337 seconds, Δt:   9.44, CFL: 7.20e-01
i:    400, t:    2921.0 s, ωt:   0.29 (0.05 periods), wall: 41.546 seconds, Δt:   8.80, CFL: 7.20e-01
i:    500, t:    3768.9 s, ωt:   0.38 (0.06 periods), wall: 43.749 seconds, Δt:   8.02, CFL: 7.20e-01
i:    600, t:    4540.3 s, ωt:   0.45 (0.07 periods), wall: 45.942 seconds, Δt:   7.37, CFL: 7.20e-01
i:    700, t:    5239.6 s, ωt:   0.52 (0.08 periods), wall: 48.147 seconds, Δt:   6.70, CFL: 7.20e-01
i:    800, t:    5883.5 s, ωt:   0.59 (0.09 periods), wall: 50.354 seconds, Δt:   6.26, CFL: 7.20e-01
i:    900, t:    6476.3 s, ωt:   0.65 (0.10 periods), wall: 52.546 seconds, Δt:   5.61, CFL: 7.20e-01
i:   1000, t:    7007.4 s, ωt:   0.70 (0.11 periods), wall: 54.751 seconds, Δt:   5.18, CFL: 7.20e-01
i:   1100, t:    7435.0 s, ωt:   0.74 (0.12 periods), wall: 56.940 seconds, Δt:   2.98, CFL: 7.20e-01
i:   1200, t:    7711.5 s, ωt:   0.77 (0.12 periods), wall: 59.128 seconds, Δt:   2.39, CFL: 7.20e-01
i:   1300, t:    7972.0 s, ωt:   0.80 (0.13 periods), wall: 1.022 minutes, Δt:   2.12, CFL: 7.20e-01
i:   1400, t:    8160.4 s, ωt:   0.82 (0.13 periods), wall: 1.058 minutes, Δt:   1.94, CFL: 7.20e-01
i:   1500, t:    8346.5 s, ωt:   0.83 (0.13 periods), wall: 1.094 minutes, Δt:   2.11, CFL: 7.20e-01
i:   1600, t:    8550.8 s, ωt:   0.86 (0.14 periods), wall: 1.131 minutes, Δt:   1.92, CFL: 7.20e-01
i:   1700, t:    8747.9 s, ωt:   0.87 (0.14 periods), wall: 1.168 minutes, Δt:   1.81, CFL: 7.20e-01
i:   1800, t:    8940.2 s, ωt:   0.89 (0.14 periods), wall: 1.204 minutes, Δt:   1.95, CFL: 7.20e-01
i:   1900, t:    9119.7 s, ωt:   0.91 (0.15 periods), wall: 1.241 minutes, Δt:   1.88, CFL: 7.20e-01
i:   2000, t:    9292.0 s, ωt:   0.93 (0.15 periods), wall: 1.277 minutes, Δt:   1.71, CFL: 7.20e-01
i:   2100, t:    9458.2 s, ωt:   0.95 (0.15 periods), wall: 1.314 minutes, Δt:   1.82, CFL: 7.20e-01
i:   2200, t:    9635.2 s, ωt:   0.96 (0.15 periods), wall: 1.350 minutes, Δt:   1.60, CFL: 7.20e-01
i:   2300, t:    9796.2 s, ωt:   0.98 (0.16 periods), wall: 1.387 minutes, Δt:   1.59, CFL: 7.20e-01
i:   2400, t:    9959.5 s, ωt:   1.00 (0.16 periods), wall: 1.423 minutes, Δt:   1.68, CFL: 7.20e-01
i:   2500, t:   10109.7 s, ωt:   1.01 (0.16 periods), wall: 1.460 minutes, Δt:   1.47, CFL: 7.20e-01
i:   2600, t:   10265.2 s, ωt:   1.03 (0.16 periods), wall: 1.496 minutes, Δt:   1.58, CFL: 7.20e-01
i:   2700, t:   10412.6 s, ωt:   1.04 (0.17 periods), wall: 1.533 minutes, Δt:   1.77, CFL: 7.20e-01
i:   2800, t:   10582.4 s, ωt:   1.06 (0.17 periods), wall: 1.569 minutes, Δt:   1.60, CFL: 7.20e-01
i:   2900, t:   10745.6 s, ωt:   1.07 (0.17 periods), wall: 1.606 minutes, Δt:   1.68, CFL: 7.20e-01
i:   3000, t:   10915.4 s, ωt:   1.09 (0.17 periods), wall: 1.642 minutes, Δt:   1.74, CFL: 7.20e-01
i:   3100, t:   11064.7 s, ωt:   1.11 (0.18 periods), wall: 1.679 minutes, Δt:   1.72, CFL: 7.20e-01
i:   3200, t:   11222.5 s, ωt:   1.12 (0.18 periods), wall: 1.716 minutes, Δt:   1.57, CFL: 7.20e-01
i:   3300, t:   11380.0 s, ωt:   1.14 (0.18 periods), wall: 1.752 minutes, Δt:   1.41, CFL: 7.20e-01
i:   3400, t:   11526.0 s, ωt:   1.15 (0.18 periods), wall: 1.789 minutes, Δt:   1.50, CFL: 7.20e-01
i:   3500, t:   11686.7 s, ωt:   1.17 (0.19 periods), wall: 1.826 minutes, Δt:   1.44, CFL: 7.20e-01
i:   3600, t:   11837.5 s, ωt:   1.18 (0.19 periods), wall: 1.862 minutes, Δt:   1.36, CFL: 7.20e-01
i:   3700, t:   11986.3 s, ωt:   1.20 (0.19 periods), wall: 1.899 minutes, Δt:   1.63, CFL: 7.20e-01
i:   3800, t:   12143.4 s, ωt:   1.21 (0.19 periods), wall: 1.935 minutes, Δt:   1.72, CFL: 7.20e-01
i:   3900, t:   12301.4 s, ωt:   1.23 (0.20 periods), wall: 1.972 minutes, Δt:   1.67, CFL: 7.20e-01
i:   4000, t:   12448.2 s, ωt:   1.24 (0.20 periods), wall: 2.008 minutes, Δt:   1.34, CFL: 7.20e-01
i:   4100, t:   12591.9 s, ωt:   1.26 (0.20 periods), wall: 2.045 minutes, Δt:   1.45, CFL: 7.20e-01
i:   4200, t:   12736.1 s, ωt:   1.27 (0.20 periods), wall: 2.081 minutes, Δt:   1.53, CFL: 7.20e-01
i:   4300, t:   12883.3 s, ωt:   1.29 (0.21 periods), wall: 2.118 minutes, Δt:   1.23, CFL: 7.20e-01
i:   4400, t:   13015.1 s, ωt:   1.30 (0.21 periods), wall: 2.155 minutes, Δt:   1.46, CFL: 7.20e-01
i:   4500, t:   13161.1 s, ωt:   1.32 (0.21 periods), wall: 2.191 minutes, Δt:   1.41, CFL: 7.20e-01
i:   4600, t:   13313.2 s, ωt:   1.33 (0.21 periods), wall: 2.228 minutes, Δt:   1.46, CFL: 7.20e-01
i:   4700, t:   13464.2 s, ωt:   1.35 (0.21 periods), wall: 2.265 minutes, Δt:   1.68, CFL: 7.20e-01
i:   4800, t:   13619.4 s, ωt:   1.36 (0.22 periods), wall: 2.301 minutes, Δt:   1.56, CFL: 7.20e-01
i:   4900, t:   13760.3 s, ωt:   1.38 (0.22 periods), wall: 2.338 minutes, Δt:   1.01, CFL: 7.20e-01
i:   5000, t:   13879.5 s, ωt:   1.39 (0.22 periods), wall: 2.375 minutes, Δt:   1.22, CFL: 7.20e-01
i:   5100, t:   14029.6 s, ωt:   1.40 (0.22 periods), wall: 2.412 minutes, Δt:   1.55, CFL: 7.20e-01
i:   5200, t:   14180.3 s, ωt:   1.42 (0.23 periods), wall: 2.448 minutes, Δt:   1.40, CFL: 7.20e-01
i:   5300, t:   14309.1 s, ωt:   1.43 (0.23 periods), wall: 2.485 minutes, Δt:   1.30, CFL: 7.20e-01
i:   5400, t:   14447.6 s, ωt:   1.44 (0.23 periods), wall: 2.522 minutes, Δt:   1.43, CFL: 7.20e-01
i:   5500, t:   14594.2 s, ωt:   1.46 (0.23 periods), wall: 2.559 minutes, Δt:   1.26, CFL: 7.20e-01
i:   5600, t:   14724.0 s, ωt:   1.47 (0.23 periods), wall: 2.595 minutes, Δt:   1.35, CFL: 7.20e-01
i:   5700, t:   14875.8 s, ωt:   1.49 (0.24 periods), wall: 2.632 minutes, Δt:   1.53, CFL: 7.20e-01
i:   5800, t:   15028.7 s, ωt:   1.50 (0.24 periods), wall: 2.669 minutes, Δt:   1.49, CFL: 7.20e-01
i:   5900, t:   15169.7 s, ωt:   1.52 (0.24 periods), wall: 2.706 minutes, Δt:   1.41, CFL: 7.20e-01
i:   6000, t:   15316.3 s, ωt:   1.53 (0.24 periods), wall: 2.743 minutes, Δt:   1.43, CFL: 7.20e-01
i:   6100, t:   15468.7 s, ωt:   1.55 (0.25 periods), wall: 2.780 minutes, Δt:   1.44, CFL: 7.20e-01
i:   6200, t:   15609.7 s, ωt:   1.56 (0.25 periods), wall: 2.816 minutes, Δt:   1.43, CFL: 7.20e-01
i:   6300, t:   15739.7 s, ωt:   1.57 (0.25 periods), wall: 2.853 minutes, Δt:   1.40, CFL: 7.20e-01
i:   6400, t:   15888.6 s, ωt:   1.59 (0.25 periods), wall: 2.890 minutes, Δt:   1.58, CFL: 7.20e-01
i:   6500, t:   16033.4 s, ωt:   1.60 (0.26 periods), wall: 2.926 minutes, Δt:   1.57, CFL: 7.20e-01
i:   6600, t:   16194.9 s, ωt:   1.62 (0.26 periods), wall: 2.963 minutes, Δt:   1.63, CFL: 7.20e-01
i:   6700, t:   16331.9 s, ωt:   1.63 (0.26 periods), wall: 3.000 minutes, Δt:   1.71, CFL: 7.20e-01
i:   6800, t:   16478.0 s, ωt:   1.65 (0.26 periods), wall: 3.037 minutes, Δt:   1.32, CFL: 7.20e-01
i:   6900, t:   16621.9 s, ωt:   1.66 (0.26 periods), wall: 3.073 minutes, Δt:   1.57, CFL: 7.20e-01
i:   7000, t:   16744.0 s, ωt:   1.67 (0.27 periods), wall: 3.110 minutes, Δt:   1.27, CFL: 7.20e-01
i:   7100, t:   16882.5 s, ωt:   1.69 (0.27 periods), wall: 3.147 minutes, Δt:   1.51, CFL: 7.20e-01
i:   7200, t:   17025.0 s, ωt:   1.70 (0.27 periods), wall: 3.184 minutes, Δt:   1.30, CFL: 7.20e-01
i:   7300, t:   17153.2 s, ωt:   1.72 (0.27 periods), wall: 3.221 minutes, Δt:   1.52, CFL: 7.20e-01
i:   7400, t:   17288.8 s, ωt:   1.73 (0.28 periods), wall: 3.258 minutes, Δt:   1.37, CFL: 7.20e-01
i:   7500, t:   17435.5 s, ωt:   1.74 (0.28 periods), wall: 3.294 minutes, Δt:   1.58, CFL: 7.20e-01
i:   7600, t:   17576.7 s, ωt:   1.76 (0.28 periods), wall: 3.331 minutes, Δt:   1.36, CFL: 7.20e-01
i:   7700, t:   17714.2 s, ωt:   1.77 (0.28 periods), wall: 3.368 minutes, Δt:   1.47, CFL: 7.20e-01
i:   7800, t:   17855.4 s, ωt:   1.79 (0.28 periods), wall: 3.405 minutes, Δt:   1.41, CFL: 7.20e-01
i:   7900, t:   17998.2 s, ωt:   1.80 (0.29 periods), wall: 3.442 minutes, Δt:   1.61, CFL: 7.20e-01
i:   8000, t:   18146.3 s, ωt:   1.81 (0.29 periods), wall: 3.479 minutes, Δt:   1.36, CFL: 7.20e-01
i:   8100, t:   18294.1 s, ωt:   1.83 (0.29 periods), wall: 3.516 minutes, Δt:   1.39, CFL: 7.20e-01
i:   8200, t:   18447.3 s, ωt:   1.84 (0.29 periods), wall: 3.553 minutes, Δt:   1.58, CFL: 7.20e-01
i:   8300, t:   18584.2 s, ωt:   1.86 (0.30 periods), wall: 3.589 minutes, Δt:   1.23, CFL: 7.20e-01
i:   8400, t:   18725.7 s, ωt:   1.87 (0.30 periods), wall: 3.626 minutes, Δt:   1.36, CFL: 7.20e-01
i:   8500, t:   18874.7 s, ωt:   1.89 (0.30 periods), wall: 3.662 minutes, Δt:   1.63, CFL: 7.20e-01
i:   8600, t:   19026.6 s, ωt:   1.90 (0.30 periods), wall: 3.699 minutes, Δt:   1.21, CFL: 7.20e-01
i:   8700, t:   19153.9 s, ωt:   1.92 (0.30 periods), wall: 3.736 minutes, Δt:   1.24, CFL: 7.20e-01
i:   8800, t:   19289.2 s, ωt:   1.93 (0.31 periods), wall: 3.772 minutes, Δt:   1.32, CFL: 7.20e-01
i:   8900, t:   19427.0 s, ωt:   1.94 (0.31 periods), wall: 3.809 minutes, Δt:   1.50, CFL: 7.20e-01
i:   9000, t:   19576.4 s, ωt:   1.96 (0.31 periods), wall: 3.845 minutes, Δt:   1.46, CFL: 7.20e-01
i:   9100, t:   19725.8 s, ωt:   1.97 (0.31 periods), wall: 3.882 minutes, Δt:   1.37, CFL: 7.20e-01
i:   9200, t:   19878.2 s, ωt:   1.99 (0.32 periods), wall: 3.919 minutes, Δt:   1.67, CFL: 7.20e-01
i:   9300, t:   20040.5 s, ωt:   2.00 (0.32 periods), wall: 3.955 minutes, Δt:   1.57, CFL: 7.20e-01
i:   9400, t:   20210.8 s, ωt:   2.02 (0.32 periods), wall: 3.992 minutes, Δt:   1.69, CFL: 7.20e-01
i:   9500, t:   20377.5 s, ωt:   2.04 (0.32 periods), wall: 4.029 minutes, Δt:   1.55, CFL: 7.20e-01
i:   9600, t:   20535.5 s, ωt:   2.05 (0.33 periods), wall: 4.066 minutes, Δt:   1.48, CFL: 7.20e-01
i:   9700, t:   20675.6 s, ωt:   2.07 (0.33 periods), wall: 4.102 minutes, Δt:   1.58, CFL: 7.20e-01
i:   9800, t:   20844.7 s, ωt:   2.08 (0.33 periods), wall: 4.139 minutes, Δt:   1.69, CFL: 7.20e-01
i:   9900, t:   20991.0 s, ωt:   2.10 (0.33 periods), wall: 4.176 minutes, Δt:   1.69, CFL: 7.20e-01
i:  10000, t:   21149.3 s, ωt:   2.11 (0.34 periods), wall: 4.213 minutes, Δt:   1.71, CFL: 7.20e-01
i:  10100, t:   21295.7 s, ωt:   2.13 (0.34 periods), wall: 4.250 minutes, Δt:   1.57, CFL: 7.20e-01
i:  10200, t:   21452.4 s, ωt:   2.15 (0.34 periods), wall: 4.287 minutes, Δt:   1.61, CFL: 7.20e-01
i:  10300, t:   21615.9 s, ωt:   2.16 (0.34 periods), wall: 4.324 minutes, Δt:   1.76, CFL: 7.20e-01
i:  10400, t:   21788.0 s, ωt:   2.18 (0.35 periods), wall: 4.361 minutes, Δt:   1.60, CFL: 7.20e-01
i:  10500, t:   21923.5 s, ωt:   2.19 (0.35 periods), wall: 4.398 minutes, Δt:   1.28, CFL: 7.20e-01
i:  10600, t:   22084.5 s, ωt:   2.21 (0.35 periods), wall: 4.434 minutes, Δt:   1.58, CFL: 7.20e-01
i:  10700, t:   22245.2 s, ωt:   2.22 (0.35 periods), wall: 4.471 minutes, Δt:   2.05, CFL: 7.20e-01
i:  10800, t:   22429.9 s, ωt:   2.24 (0.36 periods), wall: 4.508 minutes, Δt:   1.71, CFL: 7.20e-01
i:  10900, t:   22618.5 s, ωt:   2.26 (0.36 periods), wall: 4.544 minutes, Δt:   1.67, CFL: 7.20e-01
i:  11000, t:   22782.4 s, ωt:   2.28 (0.36 periods), wall: 4.581 minutes, Δt:   1.81, CFL: 7.20e-01
i:  11100, t:   22932.5 s, ωt:   2.29 (0.36 periods), wall: 4.618 minutes, Δt:   1.70, CFL: 7.20e-01
i:  11200, t:   23104.7 s, ωt:   2.31 (0.37 periods), wall: 4.655 minutes, Δt:   1.40, CFL: 7.20e-01
i:  11300, t:   23263.9 s, ωt:   2.33 (0.37 periods), wall: 4.692 minutes, Δt:   1.70, CFL: 7.20e-01
i:  11400, t:   23444.5 s, ωt:   2.34 (0.37 periods), wall: 4.729 minutes, Δt:   1.85, CFL: 7.20e-01
i:  11500, t:   23634.9 s, ωt:   2.36 (0.38 periods), wall: 4.766 minutes, Δt:   1.70, CFL: 7.20e-01
i:  11600, t:   23826.7 s, ωt:   2.38 (0.38 periods), wall: 4.803 minutes, Δt:   1.84, CFL: 7.20e-01
i:  11700, t:   24031.2 s, ωt:   2.40 (0.38 periods), wall: 4.840 minutes, Δt:   2.16, CFL: 7.20e-01
i:  11800, t:   24236.3 s, ωt:   2.42 (0.39 periods), wall: 4.877 minutes, Δt:   1.91, CFL: 7.20e-01
i:  11900, t:   24441.5 s, ωt:   2.44 (0.39 periods), wall: 4.914 minutes, Δt:   1.98, CFL: 7.20e-01
i:  12000, t:   24642.2 s, ωt:   2.46 (0.39 periods), wall: 4.950 minutes, Δt:   1.96, CFL: 7.20e-01
i:  12100, t:   24860.3 s, ωt:   2.49 (0.40 periods), wall: 4.987 minutes, Δt:   2.23, CFL: 7.20e-01
