i:      0, t:       0.0 s, ωt:   0.00 (0.00 periods), wall: 23.718 seconds, Δt:   1.20, CFL: 1.51e-01
i:    100, t:     306.9 s, ωt:   0.03 (0.00 periods), wall: 43.545 seconds, Δt:   5.46, CFL: 7.20e-01
i:    200, t:     868.8 s, ωt:   0.09 (0.01 periods), wall: 44.996 seconds, Δt:   5.14, CFL: 7.20e-01
i:    300, t:    1450.5 s, ωt:   0.15 (0.02 periods), wall: 46.445 seconds, Δt:   6.35, CFL: 7.20e-01
i:    400, t:    2039.5 s, ωt:   0.20 (0.03 periods), wall: 47.878 seconds, Δt:   5.64, CFL: 7.20e-01
i:    500, t:    2559.9 s, ωt:   0.26 (0.04 periods), wall: 49.313 seconds, Δt:   5.03, CFL: 7.20e-01
i:    600, t:    3004.4 s, ωt:   0.30 (0.05 periods), wall: 50.784 seconds, Δt:   4.29, CFL: 7.20e-01
i:    700, t:    3374.6 s, ωt:   0.34 (0.05 periods), wall: 52.252 seconds, Δt:   3.35, CFL: 7.20e-01
i:    800, t:    3678.0 s, ωt:   0.37 (0.06 periods), wall: 53.737 seconds, Δt:   3.06, CFL: 7.20e-01
i:    900, t:    3952.1 s, ωt:   0.40 (0.06 periods), wall: 55.232 seconds, Δt:   2.52, CFL: 7.20e-01
i:   1000, t:    4190.5 s, ωt:   0.42 (0.07 periods), wall: 56.715 seconds, Δt:   2.42, CFL: 7.20e-01
i:   1100, t:    4430.5 s, ωt:   0.44 (0.07 periods), wall: 58.197 seconds, Δt:   2.14, CFL: 7.20e-01
i:   1200, t:    4640.6 s, ωt:   0.46 (0.07 periods), wall: 59.702 seconds, Δt:   1.77, CFL: 7.20e-01
i:   1300, t:    4842.8 s, ωt:   0.48 (0.08 periods), wall: 1.020 minutes, Δt:   1.74, CFL: 7.20e-01
i:   1400, t:    5029.9 s, ωt:   0.50 (0.08 periods), wall: 1.045 minutes, Δt:   1.84, CFL: 7.20e-01
i:   1500, t:    5227.6 s, ωt:   0.52 (0.08 periods), wall: 1.070 minutes, Δt:   1.67, CFL: 7.20e-01
